,name,domain,year founded,industry,size range,city, state,country,linkedin url,current employee estimate,total employee estimate,Score,reviews,salaries,interviews,KMT,market_cap,enterprise_value,trailing_pe,forward_pe,peg_ratio_5,price_sales,price_book,enterprise_value_revenue,enterprise_value_ebitda,profit_margin,operating_margin,return_on_assets,return_on_equity,revenue,revenue_per_share,quarterly_revenue_share,gross_profit,ebitda,net_income_avi_to_common,diluted_eps,quarterly_earnings_growth,total_cash,total_cash_per_share,total_dept,total_dept_per_equity,operating_cash_flow,leveraged_free_cash_flow,stock_beta_3y,stock 52_week,stock_sp500_52_week,stock_52_week_high,stock_52_week_low
5988170,frontier,frontiernordic.com,2008.0,management consulting,51 - 200,helsinki, uusimaa, finland,finland,linkedin.com/company/frontier,32,57,3.1,455,431,514,FTR,81760000.0,17059999999.999998,NaN,-0.37,0.0,0.01,NaN,2.06,5.12,-0.72,0.1783,0.0444,NaN,8289999999.999999,80.99,-0.061,5270000000.0,3330000000.0,-5970000000.0,-58.315,NaN,683000000.0,6.48,17660000000.0,NaN,1710000000.0,-499750000.0,1.6,-0.7998000000000001,0.1325,4.09,0.67
3783319,stage stores,stagestores.com,1920.0,retail,1001 - 5000,houston, texas, united states,united states,linkedin.com/company/stage-stores,1051,2953,2.9,446,480,78,SSI,62980000.0,734570000.0,NaN,NaN,NaN,0.04,0.33,0.45,-26.55,-0.0682,-0.053099999999999994,-0.055099999999999996,-0.4648,1620000000.0,56.98,-0.005,390610000.0,-27670000.0,-110730000.0,-3.896,NaN,25420000.0,0.88,677690000.0,376.86,-17070000.0,-24780000.0,1.42,0.3895,0.1325,3.12,0.55
28777,cit,cit.com,1908.0,financial services,1001 - 5000,new york, new york, united states,united states,linkedin.com/company/citgroup,2139,7110,3.2,491,969,107,CCBG,494930000.0,334480000.0,16.23,16.79,2.84,3.23,1.54,2.18,NaN,0.2003,0.25489999999999996,0.010700000000000001,0.09910000000000001,153250000.0,9.11,0.092,143150000.0,NaN,30700000.0,1.82,0.41600000000000004,238540000.0,14.24,73060000.0,NaN,57090000.0,NaN,0.68,0.1892,0.1325,30.85,21.04
3047796,crown castle,crowncastle.com,1994.0,telecommunications,1001 - 5000,houston, texas, united states,united states,linkedin.com/company/crown-castle,2151,3339,3.6,438,429,137,CCI,54620000000.0,95600000000.0,66.38,54.97,3.08,9.36,4.83,16.38,29.99,0.16140000000000002,0.2875,0.029500000000000002,0.07980000000000001,5840000000.0,14.06,0.10099999999999999,3580000000.0,3190000000.0,829000000.0,1.98,0.659,182000000.0,0.44,23630000000.0,208.62,2620000000.0,217500000.0,0.29,0.1815,0.1325,149.47,103.21
4036373,cars.com,cars.com,1998.0,internet,1001 - 5000,chicago, illinois, united states,united states,linkedin.com/company/cars-com,1089,2805,2.9,444,512,96,CARS,806490000.0,1520000000.0,NaN,6.79,0.63,1.3,0.71,2.46,11.39,-0.6979000000000001,0.0736,0.012199999999999999,-0.3111,618840000.0,9.18,-0.102,500690000.0,133750000.0,-431860000.0,-6.41,NaN,19770000.0,0.3,709530000.0,62.16,123020000.0,98600000.0,1.09,-0.5097999999999999,0.1325,28.5,8.23
5704771,tripadvisor,tripadvisor.com,2000.0,internet,1001 - 5000,needham, massachusetts, united states,united states,linkedin.com/company/tripadvisor,1888,4486,3.7,689,1100.0,621,TRIP,4250000000.0,3650000000.0,36.67,15.98,1.6,2.71,2.61,2.33,14.98,0.0751,0.1222,0.051500000000000004,0.0764,1570000000.0,11.33,-0.066,1530000000.0,244000000.0,118000000.0,0.84,-0.275,933000000.0,6.69,169000000.0,10.26,395000000.0,287620000.0,1.38,-0.4984,0.1325,65.41,29.27
4236006,disys,disys.com,1994.0,information technology and services,1001 - 5000,mclean, virginia, united states,united states,linkedin.com/company/disys,792,2990,3.5,644,1100.0,107,AMED,4780000000.0,5250000000.0,39.01,31.22,2.1,2.53,8.04,2.78,27.88,0.067,0.09119999999999999,0.11109999999999999,0.2434,1890000000.0,58.94,0.185,669720000.0,188160000.0,126640000.0,3.85,0.08800000000000001,20760000.0,0.64,324000000.0,53.69,190810000.0,169070000.0,1.37,0.25579999999999997,0.1325,154.14,103.76
5475581,arris,arris.com,1995.0,telecommunications,5001 - 10000,suwanee, georgia, united states,united states,linkedin.com/company/arris,3299,6104,3.4,607,873,91,GARS,93570000.0,453530000.0,NaN,6.34,1.63,2.35,0.57,11.39,NaN,-0.0664,0.6936,0.035699999999999996,-0.0151,39810000.0,2.48,0.105,38780000.0,NaN,-2640000.0,-0.17,-0.511,853000.0,0.05,347170000.0,209.98,-95560000.0,-23180000.0,0.61,-0.1211,0.1325,7.87,5.73
4722420,startek,startek.com,1987.0,outsourcing/offshoring,1001 - 5000,greenwood village, colorado, united states,united states,linkedin.com/company/startek,1685,5927,3.2,541,365,111,SRT,278230000.0,559430000.0,NaN,38.05,-6.3,0.42,1.22,0.83,14.01,-0.0319,0.0138,NaN,NaN,669920000.0,17.37,0.087,86300000.0,39950000.0,-21380000.0,-0.56,NaN,17800000.0,0.46,252670000.0,91.95,4420000.0,NaN,NaN,0.1354,0.1325,8.93,5.84
1136399,intuitive,intuitivesystems.com,2003.0,computer software,11 - 50,croydon, greater london, united kingdom,united kingdom,linkedin.com/company/intuitive-ltd,25,78,4.5,464,634,195,ISRG,62610000000.0,60690000000.0,50.01,39.1,3.6,14.74,8.2,14.29,40.97,0.3094,0.3081,0.09939999999999999,0.1863,4250000000.0,36.89,0.225,2600000000.0,1480000000.0,1310000000.0,11.01,0.35700000000000004,2900000000.0,25.07,77000000.0,0.99,1380000000.0,902050000.0,1.12,0.0695,0.1325,589.32,430.24
4814625,tyler technologies,tylertech.com,1966.0,computer software,1001 - 5000,plano, texas, united states,united states,linkedin.com/company/tyler-technologies,2218,3580,3.7,443,698,152,TYL,10840000000.0,10730000000.0,84.87,47.44,3.37,10.43,7.18,10.32,54.84,0.1263,0.1458,0.0483,0.08929999999999999,1040000000.0,27.0,0.16699999999999998,439580000.0,195680000.0,131289999.99999999,3.3,0.038,194370000.0,4.99,24550000.0,1.62,249380000.0,217580000.0,0.86,0.46380000000000005,0.1325,284.33,173.26
5061886,vera bradley,verabradley.com,1982.0,apparel & fashion,1001 - 5000,roanoke, indiana, united states,united states,linkedin.com/company/vera-bradley,911,2757,3.6,432,607,124,VRA,381010000.0,504390000.0,23.75,10.78,0.88,0.89,1.3,1.18,12.06,0.0382,0.0575,0.0336,0.052300000000000006,426670000.0,12.35,0.054000000000000006,238590000.0,41820000.0,16290000.0,0.47,-0.369,55830000.0,1.64,143820000.0,44.12,28050000.0,34330000.0,0.84,-0.060599999999999994,0.1325,14.51,7.94
2565024,tetra tech,tetratech.com,1966.0,renewables & environment,5001 - 10000,pasadena, california, united states,united states,linkedin.com/company/tetra-tech,3740,9199,4.0,610,1500.0,104,TTEK,4810000000.0,4990000000.0,28.15,25.83,1.91,2.08,4.76,2.15,20.7,0.076,0.09140000000000001,0.064,0.1804,2310000000.0,41.96,0.09300000000000001,384460000.0,240960000.0,175940000.0,3.14,0.47700000000000004,111230000.0,2.04,346420000.0,34.1,213980000.0,150270000.0,1.08,0.3178,0.1325,90.34,48.52
4266032,rgp,rgp.com,1996.0,management consulting,1001 - 5000,irvine, california, united states,united states,linkedin.com/company/rgp,2454,7420,3.8,512,1100.0,103,TRGP,8920000000.0,20070000000.0,NaN,166.65,-0.91,1.01,1.68,2.28,15.62,-0.0231,0.0416,0.0129,-0.0038,8790000000.0,37.92,-0.363,2250000000.0,1290000000.0,-326800000.0,-1.41,NaN,326300000.0,1.4,7590000000.0,83.55,1150000000.0,-2980000000.0,1.75,-0.17739999999999997,0.1325,49.04,32.0
2410163,owens corning,owenscorning.com,1938.0,building materials,5001 - 10000,toledo, ohio, united states,united states,linkedin.com/company/owens-corning,4473,10870,3.6,505,752,157,OC,6940000000.0,10420000000.0,14.23,12.42,1.73,0.96,1.58,1.45,8.02,0.0699,0.11869999999999999,0.053399999999999996,0.1155,7190000000.0,65.86,0.036000000000000004,1650000000.0,1300000000.0,503000000.0,4.57,-0.068,35000000.0,0.32,3400000000.0,75.14,893000000.0,334000000.0,1.23,0.31670000000000004,0.1325,65.22,40.64
6808848,simon property group,simon.com,1960.0,real estate,1001 - 5000,indianapolis, indiana, united states,united states,linkedin.com/company/simon-property-group,2294,6082,2.7,444,891,101,SPG,47360000000.0,72070000000.0,20.71,21.59,2.71,8.36,18.01,12.73,17.32,0.4069,0.4985,0.054400000000000004,0.7203,5660000000.0,18.35,0.02,4620000000.0,4160000000.0,2300000000.0,7.45,-0.022000000000000002,3650000000.0,11.89,27160000000.0,821.35,3850000000.0,1890000000.0,0.53,-0.158,0.1325,191.49,145.28
221362,frank,frankideaworks.com,2004.0,design,51 - 200,belfast, belfast, united kingdom,united kingdom,linkedin.com/company/frank,50,61,4.0,850,625,296,FELE,2460000000.0,2650000000.0,25.0,21.98,1.86,1.87,3.17,2.02,15.96,0.0762,0.0983,0.0663,0.1326,1310000000.0,28.32,0.019,432370000.0,166150000.0,99210000.0,2.12,0.13,47800000.0,1.03,198740000.0,25.58,158240000.0,102580000.0,1.3,0.1936,0.1325,55.63,39.92
4586001,dean foods,deanfoods.com,1925.0,dairy,1001 - 5000,dallas, texas, united states,united states,linkedin.com/company/dean-foods,2374,4972,2.2,442,429,70,DF,73510000.0,1470000000.0,NaN,-1.14,0.12,0.01,0.69,0.2,-26.56,-0.06269999999999999,-0.0279,-0.0557,-1.337,7420000000.0,80.94,-0.023,1660000000.0,-55330000.0,-468370000.0,-5.08,NaN,36760000.0,0.4,1420000000.0,1206.68,-82090000.0,-80120000.0,NaN,-0.8669,0.1325,6.13,0.69
4427567,icon,iconid.com,1930.0,program development,201 - 500,elk grove village, illinois, united states,united states,linkedin.com/company/iconid,210,550,3.3,862,1100.0,205,CY,8690000000.0,9180000000.0,30.92,18.75,-9.63,3.86,4.13,4.08,19.55,0.1275,0.0828,0.0323,0.14400000000000002,2250000000.0,6.16,-0.146,945620000.0,469790000.0,286780000.0,0.76,-0.75,343030000.0,0.93,866740000.0,41.29,386880000.0,317070000.0,1.83,0.7195999999999999,0.1325,23.5,11.86
2778534,colliers international,colliers.com,1976.0,commercial real estate,10001+,seattle, washington, united states,united states,linkedin.com/company/colliers-international,8528,20022,3.5,882,1100.0,189,CIGI,2750000000.0,3900000000.0,25.8,13.93,0.73,0.92,6.08,1.3,11.62,0.0358,0.0809,0.0641,0.1858,3010000000.0,76.31,0.03,1010000000.0,336080000.0,107550000.0,2.69,0.8320000000000001,101680000.0,2.56,905480000.0,116.02,312300000.0,249720000.0,1.69,0.1223,0.1325,77.79,52.01
3541468,nextgen healthcare,nextgen.com,1994.0,information technology and services,1001 - 5000,horsham, pennsylvania, united states,united states,linkedin.com/company/nextgen-healthcare-information-systems,1538,2996,3.0,479,527,87,NXGN,1130000000.0,1110000000.0,68.1,17.23,2.92,2.12,2.83,2.09,28.25,0.0302,0.0492,0.029500000000000002,0.0431,531770000.0,8.19,0.03,310970000.0,39360000.0,16079999.999999998,0.25,-0.536,42930000.0,0.66,51570000.0,13.19,76320000.0,54320000.0,1.04,0.0849,0.1325,21.12,13.6
4997562,ringcentral,ringcentral.com,2003.0,telecommunications,1001 - 5000,belmont, california, united states,united states,linkedin.com/company/ringcentral,1571,2559,4.6,658,337,174,RNG,13940000000.0,14340000000.0,NaN,180.67,15.23,16.62,38.09,17.1,1661.79,-0.0406,-0.027999999999999997,-0.0155,-0.1017,838620000.0,10.24,0.342,516500000.0,8630000.0,-34030000.0,-0.41,NaN,582660000.0,6.94,426420000.0,115.41,94040000.0,122110000.0,0.87,1.2412,0.1325,177.99,64.41
4869154,bebe stores,tweetmyjobs.com,1976.0,apparel & fashion,1001 - 5000,brisbane, california, united states,united states,linkedin.com/company/bebe-stores,814,5162,3.6,462,471,84,BEBE,68240000.0,67550000.0,NaN,NaN,NaN,-0.67,NaN,-0.66,-8.55,0.0,0.1412,-0.0907,-0.4318,-101930000.0,-12.57,NaN,NaN,-7900000.0,-22960000.0,-15.36,NaN,16840000.0,1.49,16760000.000000002,NaN,-87880000.0,-566380.0,1.45,-0.1549,0.1325,7.15,5.3
4230970,taylor morrison,taylormorrison.com,2007.0,real estate,1001 - 5000,scottsdale, arizona, united states,united states,linkedin.com/company/taylor-morrison,858,1763,4.7,415,203,37,TMHC,2340000000.0,4310000000.0,11.88,7.33,1.54,0.49,0.97,0.91,10.98,0.044199999999999996,0.076,0.0467,0.0864,4750000000.0,44.03,0.066,742350000.0,392150000.0,209910000.0,1.91,-0.284,224910000.0,2.12,2160000000.0,86.83,232980000.0,-631130000.0,0.85,0.4863,0.1325,28.0,15.03
5414390,xilinx,xilinx.com,1984.0,semiconductors,5001 - 10000,san jose, california, united states,united states,linkedin.com/company/xilinx,2681,5748,3.7,741,1200.0,199,XLNX,23460000000.0,22720000000.0,25.15,25.7,3.91,7.08,8.7,6.86,20.87,0.2876,0.2918,0.1188,0.37060000000000004,3310000000.0,13.1,0.11699999999999999,2100000000.0,1090000000.0,952450000.0,3.71,0.052000000000000005,2520000000.0,10.01,1300000000.0,48.39,1120000000.0,762830000.0,1.23,0.07519999999999999,0.1325,141.6,79.22
1505337,pae,pae.com,1955.0,international trade and development,5001 - 10000,arlington, virginia, united states,united states,linkedin.com/company/pae,2673,5348,2.7,550,321,77,GPAEF,5580000000.0,5620000000.0,24.1,NaN,NaN,NaN,5.79,NaN,NaN,0.3669,0.0,0.1209,0.26030000000000003,NaN,NaN,0.222,9830000000.0,NaN,NaN,0.44,0.034,NaN,NaN,NaN,84.83,NaN,NaN,0.07,0.2181,0.1325,10.7,6.86
5432617,sealed,sealed.com,2012.0,environmental services,11 - 50,new york, new york, united states,united states,linkedin.com/company/sealed,15,46,3.5,597,977,102,SEE,5900000000.0,9740000000.0,16.55,12.6,1.06,1.24,NaN,2.05,11.55,0.0755,0.1452,0.0808,NaN,4750000000.0,30.74,0.027000000000000003,1500000000.0,843600000.0,367900000.0,2.31,-0.139,200000000.0,1.29,4000000000.0,NaN,529200000.00000006,338260000.0,1.07,0.053399999999999996,0.1325,47.13,32.34
3817899,camping,kemping.ua,1995.0,consumer goods,201 - 500,lincolnshire, illinois, united states,united states,linkedin.com/company/camping,113,155,3.2,422,288,54,CWH,1070000000.0000001,3040000000.0,NaN,12.47,-11.52,0.22,144.05,0.62,13.96,-0.0127,0.0327,0.032,-3.0351,4910000000.0,131.85,0.057,1360000000.0,217670000.0,-62400000.0,-1.68,NaN,130229999.99999999,3.48,2820000000.0,NaN,NaN,NaN,3.13,-0.35009999999999997,0.1325,19.57,7.12
7140512,nabors industries,nabors.com,1952.0,oil & energy,5001 - 10000,bermuda, alabama, united states,united states,linkedin.com/company/nabors-industries,2720,7651,3.1,489,465,68,NBR,712740000.0,4380000000.0,NaN,-2.18,0.02,0.23,0.32,1.41,5.44,-0.2004,-0.023399999999999997,-0.006,-0.1892,3110000000.0,8.86,-0.027000000000000003,1080000000.0,804090000.0,-661340000.0,-1.886,NaN,418940000.0,1.15,3560000000.0,128.76,679680000.0,377710000.0,2.73,-0.5531,0.1325,4.93,1.5
6435993,portland,portland-communications.com,2001.0,public relations and communications,201 - 500,london, greater london, united kingdom,united kingdom,linkedin.com/company/portland-communications,220,656,4.0,421,641,51,POR,4960000000.0,7460000000.0,24.68,21.69,5.6,2.36,1.94,3.55,10.39,0.0962,0.14859999999999998,0.0242,0.08,2100000000.0,23.5,0.032,1130000000.0,718000000.0,202000000.0,2.25,0.038,11000000.0,0.12,2580000000.0,100.74,596000000.0,-15500000.0,0.14,0.1444,0.1325,58.43,43.73
977265,bt,btplc.com,1981.0,telecommunications,10001+,london, greater london, united kingdom,united kingdom,linkedin.com/company/bt,26894,75086,3.4,3700.0,3800.0,821,ABTX,729620000.0,714010000.0,14.57,14.25,NaN,3.94,1.03,3.86,NaN,0.2815,0.40049999999999997,0.0131,0.1008,185240000.0,8.62,0.506,132039999.99999999,NaN,52140000.0,2.41,0.35700000000000004,300620000.0,14.44,279390000.0,NaN,68360000.0,NaN,1.39,-0.0823,0.1325,38.95,28.58
4330933,circuit,circuit.se,1997.0,information technology and services,11 - 50,stockholm, stockholms lan, sweden,sweden,linkedin.com/company/circuit,9,45,3.5,448,672,47,JBL,6010000000.0,7410000000.0,21.73,9.86,0.88,0.24,3.2,0.29,4.78,0.011399999999999999,0.030899999999999997,0.039,0.14980000000000002,25280000000.0,162.47,0.139,1910000000.0,1550000000.0,287110000.0,1.81,NaN,1180000000.0,7.71,2530000000.0,133.18,1190000000.0,272940000.0,0.96,0.5740999999999999,0.1325,39.73,21.49
5424806,mastec,mastec.com,1929.0,construction,1001 - 5000,coral gables, florida, united states,united states,linkedin.com/company/mas-tec,858,2025,2.9,422,621,69,MTZ,5420000000.0,6860000000.0,16.71,12.91,1.14,0.73,3.19,0.93,8.52,0.0437,0.07769999999999999,0.073,0.2052,7390000000.0,97.91,0.02,970110000.0,805200000.0,323360000.0,4.25,0.066,43090000.0,0.57,1560000000.0,92.84,944580000.0,735370000.0,1.34,0.5145000000000001,0.1325,73.71,37.24
3316942,wood,woodplc.com,1912.0,oil & energy,10001+,aberdeen, aberdeen city, united kingdom,united kingdom,linkedin.com/company/woodplc,12891,30083,3.2,639,720,88,AMWD,1670000000.0,2360000000.0,19.92,12.2,1.67,1.02,2.59,1.44,10.09,0.052199999999999996,0.0883,0.056299999999999996,0.1361,1640000000.0,96.0,-0.004,346470000.0,234250000.0,85800000.0,5.0,0.085,71550000.0,4.23,746610000.0,114.66,200520000.0,180610000.0,2.22,0.5897,0.1325,102.0,53.35
405646,splunk,splunk.com,2004.0,computer software,1001 - 5000,san francisco, california, united states,united states,linkedin.com/company/splunk,2250,3193,4.1,526,485,315,SPLK,19250000000.0,18230000000.0,NaN,52.4,1.98,9.42,13.16,8.92,-90.11,-0.1516,-0.1261,-0.048499999999999995,-0.2401,2040000000.0,13.77,0.33,1460000000.0,-202330000.0,-309880000.0,-2.09,NaN,2580000000.0,17.02,1910000000.0,132.95,92500000.0,506190000.0,2.02,0.22870000000000001,0.1325,143.7,83.69
2755735,aci worldwide,aciworldwide.com,1975.0,computer software,5001 - 10000,naples, florida, united states,united states,linkedin.com/company/aci-worldwide,2857,6575,3.4,769,952,152,ACIW,3950000000.0,5270000000.0,41.0,28.46,3.2,3.35,3.73,4.47,23.22,0.0842,0.1493,0.041299999999999996,0.09820000000000001,1180000000.0,10.11,0.445,579430000.0,226860000.0,99270000.0,0.83,1.088,121580000.0,1.05,1490000000.0,140.43,172410000.0,96030000.0,1.28,0.155,0.1325,35.86,25.12
7098531,dexcom,dexcom.com,1999.0,medical devices,1001 - 5000,san diego, california, united states,united states,linkedin.com/company/dexcom,1239,1970,3.3,423,384,100,DXCM,18570000000.0,18550000000.0,NaN,115.94,1.94,13.74,24.29,13.73,-253.4,-0.1268,-0.081,-0.0415,-0.2583,1350000000.0,14.95,0.486,663900000.0,-73200000.0,-171300000.0,-1.9,-0.017,1430000000.0,15.62,1110000000.0,145.32,204500000.0,-135290000.0,0.63,0.5185,0.1325,208.2,105.05
6958560,madison,madison.co.uk,1977.0,sporting goods,201 - 500,stanmore, greater london, united kingdom,united kingdom,linkedin.com/company/madison_2,133,238,3.0,408,463,152,MCN,137410000.0,137120000.0,NaN,NaN,NaN,40.25,0.91,40.17,NaN,-1.3557,0.44920000000000004,0.0058,-0.030299999999999997,3410000.0,0.16,0.214,3120000.0,NaN,-4630000.0,-0.22,4.985,393760.0,0.02,102530.0,0.07,NaN,NaN,0.86,-0.084,0.1325,7.28,5.72
3677772,mylan,mylan.com,1961.0,pharmaceuticals,10001+,canonsburg, pennsylvania, united states,united states,linkedin.com/company/mylan,6683,12294,3.5,750,1300.0,156,MYL,8910000000.0,21870000000.0,191.89,3.83,0.91,0.78,0.78,1.92,6.31,0.0042,0.1402,0.030899999999999997,0.004,11390000000.0,22.1,0.035,4570000000.0,3470000000.0,47500000.0,0.09,0.07400000000000001,450300000.0,0.87,13270000000.0,115.78,1750000000.0,1730000000.0,1.76,-0.5011,0.1325,36.09,16.63
3768366,gate,gate-egypt.com,2006.0,education management,51 - 200,gizeh, al jizah, egypt,egypt,linkedin.com/company/gate,42,95,2.8,568,1000.0,128,EYEG,18060000.0,14040000.0,NaN,-1.44,NaN,6.72,2.89,5.22,-2.03,-2.5774,-2.5994,-0.342,-0.8488,2690000.0,0.91,NaN,-6400000.0,-6930000.0,-6920000.0,-2.335,NaN,2450000.0,0.68,125750.0,2.41,-7570000.0,-5390000.0,NaN,-0.36840000000000006,0.1325,8.85,2.25
3662280,valvoline,valvoline.com,1866.0,automotive,1001 - 5000,lexington, kentucky, united states,united states,linkedin.com/company/valvoline,1269,2858,3.4,433,450,110,VVV,4330000000.0,5570000000.0,20.92,14.56,2.48,1.81,NaN,2.33,13.38,0.087,0.1485,0.1133,NaN,2390000000.0,12.65,0.059000000000000004,816000000.0,416000000.0,208000000.0,1.1,-0.4,159000000.0,0.84,1340000000.0,NaN,325000000.0,156250000.0,0.89,0.14800000000000002,0.1325,23.9,16.9
5234875,equinix,equinix.com,1998.0,internet,5001 - 10000,redwood city, california, united states,united states,linkedin.com/company/equinix,3179,5399,3.8,674,989,166,EQIX,46110000000.0,56160000000.0,91.46,69.32,4.07,8.6,5.26,10.47,24.12,0.09179999999999999,0.1978,0.0308,0.061900000000000004,5360000000.0,64.68,0.064,2470000000.0,2330000000.0,492480000.0,5.91,-0.032,1400000000.0,16.44,12260000000.0,139.93,2020000000.0,1460000000.0,0.65,0.3788,0.1325,609.97,335.29
114220,zebra technologies,zebra.com,1969.0,computer hardware,5001 - 10000,lincolnshire, illinois, united states,united states,linkedin.com/company/zebra-technologies,3885,7045,3.5,581,911,130,ZBRA,13030000000.0,14730000000.0,26.98,17.21,1.85,2.94,7.74,3.33,16.56,0.1106,0.15960000000000002,0.09699999999999999,0.3371,4430000000.0,82.11,0.035,1980000000.0,890000000.0,490000000.0,8.99,0.071,33000000.0,0.61,1680000000.0,99.11,745000000.0,543250000.0,1.63,0.36590000000000006,0.1325,248.83,140.95
7160833,textron,textron.com,1923.0,aviation & aerospace,1001 - 5000,providence, rhode island, united states,united states,linkedin.com/company/textron,1632,5034,3.3,476,578,253,TXT,10560000000.0,14120000000.0,12.62,12.08,1.37,0.79,1.94,1.06,8.59,0.0646,0.0919,0.0516,0.1568,13350000000.0,56.98,0.018000000000000002,2350000000.0,1640000000.0,862000000.0,3.66,-0.609,931000000.0,4.08,4460000000.0,81.75,634000000.0,39880000.0,1.73,-0.1866,0.1325,58.0,42.3
286708,commerce bank,commercebank.com,1865.0,banking,5001 - 10000,kansas city, missouri, united states,united states,linkedin.com/company/commerce_bank,2536,5748,3.8,394,736,88,CMRB,NaN,134350000.0,10.54,NaN,NaN,NaN,1.01,3.75,NaN,0.3614,0.48840000000000006,0.0131,0.1036,35780000.0,1.58,NaN,35780000.0,NaN,12930000.0,0.56,NaN,NaN,NaN,NaN,NaN,26670000.0,NaN,0.39,-0.0877,0.1325,6.74,5.55
3766506,spirit airlines,spirit.com,1980.0,airlines/aviation,1001 - 5000,miramar, florida, united states,united states,linkedin.com/company/spirit-airlines,2064,3435,3.8,393,417,385,SAVE,2570000000.0,4750000000.0,7.41,7.76,0.8,0.69,1.18,1.27,6.82,0.0929,0.1431,0.058600000000000006,0.1724,3720000000.0,54.45,0.09699999999999999,1100000000.0,696640000.0,345980000.0,5.06,-0.14400000000000002,1040000000.0,15.2,3200000000.0,146.64,556360000.0,1260000.0,0.39,-0.287,0.1325,65.35,32.97
6648241,hub international,hubinternational.com,1998.0,insurance,5001 - 10000,chicago, illinois, united states,united states,linkedin.com/company/hub-international,4694,7793,3.5,532,527,88,VHUB,160390.0,390330.0,NaN,NaN,NaN,0.02,NaN,0.06,0.82,-0.0276,0.0632,0.23550000000000001,NaN,7030000.0,0.09,0.272,2950000.0,475720.0,-194160.0,-0.002,NaN,85940.0,0.0,395010.0,NaN,96510.0,729420.0,0.08,-0.6537999999999999,0.1325,0.0033,0.0007
1306607,varian medical systems,varian.com,1948.0,medical devices,5001 - 10000,palo alto, california, united states,united states,linkedin.com/company/varian-medical-systems,3953,6999,3.8,537,926,137,VAR,11340000000.0,11190000000.0,36.85,20.32,3.29,3.52,6.34,3.47,18.89,0.09630000000000001,0.1549,0.0851,0.1837,3230000000.0,35.44,0.096,1370000000.0,592600000.0,310500000.0,3.38,-0.233,531400000.0,5.85,410000000.0,22.84,371800000.0,294550000.0,0.85,0.0647,0.1325,142.5,103.92
6999543,performance food group,pfgc.com,1885.0,food & beverages,1001 - 5000,richmond, virginia, united states,united states,linkedin.com/company/performance-food-group,2225,4068,3.0,390,345,45,PFGC,4760000000.0,7560000000.0,27.55,20.33,1.85,0.22,3.58,0.35,16.49,0.008199999999999999,0.0138,0.0361,0.1398,21450000000.0,206.37,0.375,2510000000.0,458400000.0,174700000.0,1.66,0.28,16000000.0,0.15,2790000000.0,209.47,369300000.0,-1050000000.0,0.6,0.3614,0.1325,47.26,30.07
5420024,chesapeake energy,chk.com,1989.0,oil & energy,5001 - 10000,oklahoma city, oklahoma, united states,united states,linkedin.com/company/chesapeake-energy,2563,8509,3.5,401,457,85,CHK,797270000.0,13570000000.0,NaN,-3.05,0.04,0.08,0.44,1.43,4.32,0.1332,0.1809,0.0736,0.5409,9510000000.0,6.77,-0.15,3080000000.0,3140000000.0,1150000000.0,NaN,NaN,14000000.0,0.01,9390000000.0,198.23,1790000000.0,-824750000.0,2.46,-0.8204,0.1325,3.76,0.64
6616800,entercom,entercom.com,1968.0,broadcast media,1001 - 5000,luzerne, pennsylvania, united states,united states,linkedin.com/company/entercom,2212,5937,3.0,398,520,61,ETM,691130000.0,2670000000.0,NaN,4.53,-0.29,0.46,0.51,1.8,8.35,-0.21489999999999998,0.1856,NaN,NaN,1490000000.0,10.83,0.02,363290000.0,320030000.0,-319240000.0,-2.327,0.034,30330000.0,0.21,2009999999.9999998,149.03,NaN,NaN,1.25,-0.32409999999999994,0.1325,7.94,2.94
5875372,nutanix,nutanix.com,2009.0,computer software,1001 - 5000,san jose, california, united states,united states,linkedin.com/company/nutanix,2285,2848,3.9,674,474,873,NTNX,5300000000.0,4800000000.0,NaN,-11.94,0.25,4.29,27.83,3.89,-8.98,-0.5025,-0.4842,-0.22089999999999999,-2.4186,1240000000.0,6.83,-0.013000000000000001,932010000.0,-535110000.0,-621180000.0,-3.43,NaN,908830000.0,4.81,458910000.0,245.55,42170000.0,6340000.0,1.31,-0.3477,0.1325,54.68,17.74
5500870,first republic bank,firstrepublic.com,1985.0,banking,1001 - 5000,san francisco, california, united states,united states,linkedin.com/company/first-republic-bank,2325,4140,3.4,388,730,148,FRC,18370000000.0,31030000000.0,21.37,20.41,1.91,5.74,2.16,9.7,NaN,0.2863,0.359,0.0088,0.1012,3200000000.0,19.15,0.094,2970000000.0,NaN,860830000.0,5.1,0.1,2210000000.0,13.1,13770000000.0,NaN,1770000000.0,NaN,0.9,0.1638,0.1325,111.67,79.42
2847727,owens & minor,owens-minor.com,1882.0,logistics and supply chain,1001 - 5000,mechanicsville, virginia, united states,united states,linkedin.com/company/owens-&-minor,1646,3457,2.6,397,363,66,OMI,413560000.0,2190000000.0,NaN,8.66,-1.1,0.04,0.84,0.22,12.09,-0.0288,0.0079,0.0126,-0.4443,9890000000.0,163.73,-0.027000000000000003,1390000000.0,181390000.0,-285170000.0,-4.72,NaN,96800000.0,1.54,1870000000.0,380.33,132190000.0,19260000.0,1.48,-0.2427,0.1325,9.05,2.43
