,name,domain,year founded,industry,size range,city, state,country,linkedin url,current employee estimate,total employee estimate,Score,reviews,salaries,interviews,KMT,market_cap,enterprise_value,trailing_pe,forward_pe,peg_ratio_5,price_sales,price_book,enterprise_value_revenue,enterprise_value_ebitda,profit_margin,operating_margin,return_on_assets,return_on_equity,revenue,revenue_per_share,quarterly_revenue_share,gross_profit,ebitda,net_income_avi_to_common,diluted_eps,quarterly_earnings_growth,total_cash,total_cash_per_share,total_dept,total_dept_per_equity,operating_cash_flow,leveraged_free_cash_flow,stock_beta_3y,stock 52_week,stock_sp500_52_week,stock_52_week_high,stock_52_week_low
5293093,advantis,advantis.pt,2000.0,information technology and services,11 - 50,lisbon, lisbon, portugal,portugal,linkedin.com/company/advantis,10,157,3.3,18,10,--,ADVT,37140.0,2510000.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-294930.0,-0.001,NaN,130039.99999999999,0.0,1940000.0,NaN,-103460.0,NaN,2.15,-0.946,0.1325,0.06,0.0001
8585,alta mesa resources,altamesa.net,1987.0,oil & energy,201 - 500,houston, texas, united states,united states,linkedin.com/company/alta-mesa-resources,122,214,3.2,18,21,2,AMRQQ,7300000.0,1260000000.0,NaN,-0.32,NaN,0.01,NaN,2.28,4.29,-2.9607,-3.8802,-0.4693,-1.9244999999999999,552120000.0,3.08,0.177,358320000.0,293590000.0,-1660000000.0,NaN,NaN,91110000.0,0.5,1100000000.0,516.81,217770000.0,309190000.0,1.3,-0.9917,0.1325,3.02,0.012
7061807,ward,wardcc.com,1990.0,public relations and communications,51 - 200,houston, texas, united states,united states,linkedin.com/company/ward-creative-communications,27,57,4.0,18,11,4,FORD,9530000.0,9790000.0,NaN,NaN,NaN,0.25,1.0,0.26,-11.99,-0.042699999999999995,-0.0296,-0.038599999999999995,-0.15810000000000002,37880000.0,3.97,0.039,6570000.0,-816390.0,-1620000.0,-0.17,NaN,2710000.0,0.28,2870000.0,30.12,-1860000.0,-365220.0,0.38,-0.2609,0.1325,1.7,0.78
305987,rj,rickjessup.com,1994.0,marketing and advertising,201 - 500,brussels, brussels hoofdstedelijk gewest, belgium,belgium,linkedin.com/company/rj,72,77,4.2,18,6,3,JRJC,16059999.999999998,-29760000.0,NaN,NaN,NaN,0.42,0.52,-0.78,NaN,-0.42579999999999996,-0.45840000000000003,-0.2155,-0.6577,38050000.0,1.67,-0.309,28630000.0,NaN,-16200000.0,-0.75,NaN,40710000.0,1.77,5030000.0,24.46,NaN,NaN,1.85,-0.6012,0.1325,2.23,0.62
7033793,cls,clsimage.com,1899.0,facilities services,501 - 1000,kalamazoo, michigan, united states,united states,linkedin.com/company/cls_2,325,384,3.2,18,14,4,ACLS,730120000.0,628500000.0,47.91,21.05,2.63,2.14,1.79,1.84,23.22,0.0463,0.066,0.0268,0.0392,340920000.0,10.47,-0.272,179640000.0,27060000.0,15790000.0,0.47,-0.92,155320000.0,4.79,54670000.0,13.4,29400000.0,27630000.0,1.3,0.3214,0.1325,22.99,13.99
2992068,nulife,nulife-group.com,2010.0,health, wellness and fitness,1 - 10,canoga park, california, united states,united states,linkedin.com/company/nulife-group,4,5,3.2,18,16,--,MFC,38600000000.0,38820000000.0,21.55,8.96,1.37,NaN,1.29,NaN,NaN,0.059800000000000006,0.0,0.0054,0.0973,NaN,NaN,1.91,5420000000.0,NaN,NaN,0.92,-0.67,NaN,NaN,NaN,46.37,NaN,NaN,1.38,0.19140000000000001,0.1325,20.08,13.33
5369056,bcci,bcciconst.com,1986.0,construction,201 - 500,san francisco, california, united states,united states,linkedin.com/company/bcci,170,289,4.6,18,18,1,BCCI,996300.0,2540000.0,NaN,NaN,NaN,1.25,1.22,3.19,-3.57,-1.9487999999999999,-0.9825,-0.1393,-1.1729,794830.0,0.02,-0.609,189970.0,-711290.0,-1550000.0,-0.031,NaN,17910.0,0.0,676670.0,50.33,182800.0,-45520.0,8.7,0.825,0.1325,0.128,0.007
1259619,drive,driveltd.org.uk,1990.0,non-profit organization management,201 - 500,treforest, rhondda cynon taff, united kingdom,united kingdom,linkedin.com/company/drive,110,126,4.1,18,10,2,DS,268130000.0,588110000.0,NaN,-6.9,-0.69,0.99,12.16,2.18,-22.12,-0.15990000000000001,-0.1753,-0.057800000000000004,-0.3871,269540000.0,4.02,-0.146,41170000.0,-26590000.0,-48670000.0,-0.726,NaN,27730000.0,0.41,263260000.0,314.69,NaN,NaN,1.37,-0.1523,0.1325,5.62,3.55
4782316,edventure,edventure.bz,2011.0,education management,11 - 50,dubai, dubai, united arab emirates,united arab emirates,linkedin.com/company/edventure,4,14,2.5,18,5,1,PCSV,5790000.0,6660000.0,NaN,NaN,NaN,2.25,NaN,2.59,-5.3,-0.6024,-0.5278,-1.3171000000000002,NaN,2570000.0,0.03,0.251,2069999.9999999998,-1260000.0,-1550000.0,-0.018,NaN,41070.0,0.0,2040000.0,NaN,-1530000.0,-883720.0,1.55,0.55,0.1325,0.06,0.02
932129,icon industries,iconindustries.on.ca,1998.0,information technology and services,11 - 50,beloit, kansas, united states,united states,linkedin.com/company/icon-industries,9,21,2.8,18,7,6,VCON,351050.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11200000.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,220.0,0.02
6086157,element,elementb2b.com,2003.0,marketing and advertising,51 - 200,stockholm, stockholms lan, sweden,sweden,linkedin.com/company/element-ab,34,89,2.4,18,10,--,NETE,18570000.0,25250000.0,NaN,-7.78,NaN,0.29,2.34,0.39,-9.51,-0.0783,-0.0824,-0.1335,-0.5539999999999999,64870000.00000001,16.39,0.001,10170000.0,-2660000.0,-5080000.0,-1.283,NaN,840170.0,0.2,7740000.0,98.18,-979990.0,-6040000.0,1.52,-0.3,0.1325,9.85,3.0
2876114,valore,valoreconsulting.net,1998.0,human resources,11 - 50,milano, lombardy, italy,italy,linkedin.com/company/valore,10,10,4.7,18,11,2,AVAL,8890000000.0,9310000000.0,10.61,8.57,NaN,NaN,1.56,NaN,NaN,0.1789,0.0,0.023399999999999997,0.2094,NaN,NaN,0.145,16710000000000.0,NaN,NaN,0.76,0.193,NaN,NaN,NaN,NaN,NaN,NaN,0.49,0.1531,0.1325,8.64,5.59
4139640,sfe,sfe-fr.com,2010.0,business supplies and equipment,51 - 200,pere, midi-pyrenees, france,france,linkedin.com/company/sfe,47,55,3.4,18,10,1,SFET,2310000.0,3580000.0,NaN,NaN,NaN,1.5,0.22,2.33,-0.42,0.0,-5.6514,-0.4849,-2.4894,1530000.0,14.04,0.327,675000.0,-8460000.0,-10350000.0,-101.48,NaN,943000.0,3.99,3140000.0,48.84,-7560000.0,-1870000.0,1.9,-0.9449,0.1325,182.6,5.55
337249,retrophin,retrophin.com,2011.0,biotechnology,51 - 200,san diego, california, united states,united states,linkedin.com/company/retrophinrare,72,110,4.2,18,8,4,RTRX,558030000.0,362550000.0,NaN,-5.62,-0.18,3.24,2.27,2.1,-4.72,-0.7170000000000001,-0.562,-0.0911,-0.4376,172420000.0,4.11,0.09,158720000.0,-76900000.0,-123620000.0,-2.95,NaN,407020000.0,9.48,212830000.0,86.53,-57290000.0,-37400000.0,0.78,-0.47700000000000004,0.1325,26.8,10.87
3024174,medici,medici.md,2016.0,information technology and services,11 - 50,austin, texas, united states,united states,linkedin.com/company/medici.md,25,50,4.0,18,8,4,BPMC,3610000000.0,3100000000.0,NaN,-8.19,-0.42,225.24,6.98,193.78,-8.46,0.0,-23.4256,-0.3488,-0.7193,16010000.000000002,0.34,7.346,-199100000.0,-366590000.0,-361680000.0,-7.78,NaN,493440000.0,10.03,97510000.0,18.88,-300700000.0,-171410000.0,1.58,0.3607,0.1325,102.98,44.58
4434121,rlh,rlh.co.uk,1977.0,marketing and advertising,51 - 200,surrey, surrey, united kingdom,united kingdom,linkedin.com/company/rlh,28,49,4.3,18,1,1,RLH,65190000.0,169560000.0,NaN,-5.08,-0.15,0.56,0.43,1.46,16.35,-0.1523,-0.0545,-0.0143,-0.12480000000000001,115970000.0,4.68,-0.054000000000000006,41660000.0,10370000.0,-17660000.0,-0.713,NaN,18270000.0,0.73,106800000.0,64.43,9070000.0,4900000.0,0.88,-0.6747,0.1325,10.21,2.6
3559416,crimson,crimson.co.uk,2000.0,information technology and services,201 - 500,sandwell, sandwell, united kingdom,united kingdom,linkedin.com/company/crimson,118,270,2.9,191,69,65,TIDE,250.0,2360000.0,NaN,NaN,NaN,0.0,NaN,22.44,-0.4,0.0,-55.8658,-0.41159999999999997,-15.7685,105000.0,0.0,NaN,NaN,-5840000.0,-6770000.0,-0.04,NaN,8630.0,0.0,2360000.0,14448.56,-1470000.0,-3710000.0,-102.32,NaN,0.1325,27.6,0.0
975503,itri,itri.org.tw,1973.0,research,5001 - 10000,hsinchu county, taiwan, taiwan,taiwan,linkedin.com/company/itri,2029,4494,3.5,104,46,8,CTXS,14580000000.0,14970000000.0,24.22,20.62,3.66,4.85,20.39,4.99,20.0,0.2133,0.19079999999999997,0.0756,0.8736,3000000000.0,22.79,0.001,2590000000.0,748560000.0,640420000.0,4.62,0.705,549210000.0,4.22,1010000000.0,141.82,783430000.0,726830000.0,0.98,0.0351,0.1325,112.27,90.28
6026387,sai,sierragold.com,1980.0,computer software,501 - 1000,el dorado hills, california, united states,united states,linkedin.com/company/sai,490,560,3.6,92,91,27,SAIA,2570000000.0,2840000000.0,22.22,18.99,1.49,1.47,3.23,1.62,10.38,0.0672,0.0907,0.0791,0.161,1750000000.0,67.58,0.102,332220000.0,273240000.0,117680000.0,4.46,0.16899999999999998,15000.0,0.0,270120000.0,34.09,276620000.0,-109560000.0,1.1,0.547,0.1325,107.0,52.04
2674880,staffline,staffline.ru,2001.0,staffing and recruiting,201 - 500,moskva, moscow, russia,russia,linkedin.com/company/staffline,96,194,2.5,78,66,13,STAF,5990000.0,68350000.0,NaN,-2.3,NaN,0.02,1.1,0.24,10.74,-0.013000000000000001,0.009899999999999999,0.0183,NaN,288740000.0,39.9,-0.055999999999999994,48300000.0,6360000.0,-5960000.0,-0.827,NaN,1800000.0,0.21,61900000.0,1132.4,-12180000.0,-664380.0,NaN,-0.46090000000000003,0.1325,3.45,0.6801
1580334,igg,igg.com,2006.0,computer games,501 - 1000,aurora, illinois, united states,singapore,linkedin.com/company/igg,290,475,3.9,74,30,16,BGG,280820000.0,920730000.0,NaN,11.2,-0.78,0.15,0.68,0.49,31.65,-0.025,-0.0203,-0.014199999999999999,-0.1008,1870000000.0,45.0,0.124,312920000.0,29090000.0,-47220000.0,-1.14,NaN,48740000.0,1.15,672510000.0,164.9,-60340000.0,-89450000.0,1.29,-0.5626,0.1325,16.11,3.96
529388,shl,shl.com,1977.0,management consulting,501 - 1000,thames ditton, surrey, united kingdom,united kingdom,linkedin.com/company/shlglobal,406,453,3.2,56,40,11,SHLO,90880000.0,332210000.0,NaN,7.64,-2.48,0.08,0.48,0.3,5.21,-0.013500000000000002,0.016200000000000003,0.016,-0.0737,1100000000.0,46.74,-0.107,116090000.0,63720000.0,-14750000.0,-0.629,NaN,11940000.0,0.5,249460000.0,130.52,26700000.0,15840000.0,1.7,-0.5225,0.1325,8.73,3.62
2937749,utstarcom,utstar.com,2010.0,telecommunications,1001 - 5000,peking, beijing, china,china,linkedin.com/company/utstarcom,428,2526,3.1,43,85,5,UTSI,101540000.0,79290000.0,NaN,-18.56,-3.36,1.58,1.05,1.23,-12.07,-0.0192,-0.1121,-0.0241,-0.0123,64370000.00000001,1.81,-0.7490000000000001,32270000.000000004,-6570000.0,-1240000.0,-0.038,NaN,33490000.000000004,0.94,6440000.0,6.41,-23190000.0,-25330000.0,NaN,-0.1567,0.1325,4.11,2.43
3628303,sphere,sphere.com,2006.0,internet,51 - 200,vista, california, united states,united states,linkedin.com/company/sphere,66,125,4.8,43,66,6,ANY,3330000.0,10530000.0,NaN,NaN,NaN,0.47,NaN,1.49,-1.21,-2.3953,-1.2116,-0.1246,NaN,7050000.0,3.32,-0.643,1680000.0,-8710000.0,-7030000.0,-7.947,NaN,151000.0,0.06,8240000.0,NaN,-5150000.0,-814800.0,2.47,-0.5529,0.1325,8.7,0.91
5827285,its,itschool.pl,2007.0,information technology and services,1001 - 5000,poznań, greater poland, poland,poland,linkedin.com/company/its_2,762,960,3.3,42,37,5,ACAMU,302990000.0,NaN,NaN,NaN,NaN,NaN,77.71,NaN,NaN,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-16500.0,NaN,NaN,1960000.0,0.05,NaN,NaN,-16500.0,NaN,NaN,NaN,0.1325,10.18,10.18
4287001,hy,hyyou.de,2015.0,staffing and recruiting,1 - 10,hamburg, hamburg, germany,germany,linkedin.com/company/hy-hamburg,3,4,3.9,41,42,--,ALYA,120080000.0,162560000.0,NaN,19.55,-14.33,NaN,2.64,NaN,NaN,-0.0493,0.0,-0.026600000000000002,-0.1324,NaN,NaN,0.737,54280000.0,NaN,NaN,-0.241,NaN,NaN,NaN,NaN,20.24,NaN,NaN,NaN,-0.27649999999999997,0.1325,4.18,2.15
6175868,sohu.com,sohu.com,1999.0,internet,1001 - 5000,peking, beijing, china,china,linkedin.com/company/sohu.com,727,1879,4.0,34,21,11,SOHU,427200000.0,-160190000.0,NaN,-4.41,-0.41,0.23,0.95,-0.09,1941.75,-0.0623,-0.0524,-0.021099999999999997,-0.0308,1890000000.0,48.12,0.086,821710000.0,-82500.0,-124180000.0,-3.01,NaN,1560000000.0,39.69,112960000.0,8.77,NaN,NaN,NaN,-0.4335,0.1325,23.6,8.79
13324,alps electric,alps.com,1948.0,electrical/electronic manufacturing,1001 - 5000,tokyo, tokyo, japan,japan,linkedin.com/company/alps-electric,570,1360,2.4,33,19,8,APELY,4620000000.0,4560000000.0,12.03,NaN,NaN,NaN,1.52,NaN,NaN,0.0124,0.0,0.037599999999999995,0.035699999999999996,NaN,NaN,0.006,162000000000.0,NaN,NaN,3.7,-0.479,NaN,NaN,NaN,31.74,NaN,NaN,1.4,-0.0011,0.1325,46.77,32.06
599700,ibc,ibcworld.co.in,2008.0,information technology and services,501 - 1000,bombay, maharashtra, india,india,linkedin.com/company/ibc_2,291,352,3.5,23,15,1,IBCP,507410000.0,532429999.99999994,12.48,11.46,1.4,3.13,1.49,3.29,NaN,0.2623,0.3286,0.0124,0.124,161990000.0,6.96,0.044000000000000004,156590000.0,NaN,42490000.0,1.81,0.044000000000000004,90310000.0,4.02,115330000.0,NaN,30350000.0,NaN,0.51,-0.0109,0.1325,23.93,18.94
3074540,pjt partners,pjtpartners.com,2015.0,investment banking,501 - 1000,new york, new york, united states,united states,linkedin.com/company/pjt-partners,288,401,3.9,23,26,24,PJT,1630000000.0,1570000000.0,50.4,13.78,0.75,2.53,176.71,2.44,NaN,0.0313,0.07769999999999999,0.053200000000000004,0.0794,644480000.0,26.98,0.243,544430000.0,NaN,20090000.0,0.83,-0.096,108040000.0,4.68,176780000.0,33.09,91670000.0,NaN,0.97,-0.0919,0.1325,49.14,35.28
4514518,genex,genex.com,1995.0,marketing and advertising,201 - 500,culver city, california, united states,united states,linkedin.com/company/genex,106,408,2.9,22,30,7,AGGX,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.297,0.104
5710837,amicus therapeutics,amicustherapeutics.com,2002.0,biotechnology,501 - 1000,cranbury, new jersey, united states,united states,linkedin.com/company/amicus-therapeutics,272,481,3.4,22,21,1,FOLD,2430000000.0,2040000000.0,NaN,-10.49,6.92,15.24,4.44,12.8,-7.32,-2.1602,-1.7623,-0.2043,-0.7188,159590000.0,0.71,1.368,76840000.0,-279200000.0,-344740000.0,-1.54,NaN,514190000.00000006,2.02,205300000.0,37.45,-253260000.0,-156640000.0,1.57,-0.1125,0.1325,14.62,7.11
5845216,mobi,myhrmanager.co.za,2003.0,internet,51 - 200,honolulu, hawaii, united states,united states,linkedin.com/company/mobi,42,112,3.4,21,17,2,GLUU,800370000.0,766040000.0,NaN,21.12,1.4,2.03,4.32,1.94,228.6,-0.008199999999999999,-0.013300000000000001,-0.0091,-0.0181,394140000.0,2.72,0.078,237410000.0,3350000.0,-3240000.0,-0.02,NaN,102440000.0,0.7,41880000.0,22.48,29120000.0,22050000.0,1.14,-0.249,0.1325,11.75,4.11
1374032,empi,empi.com,1977.0,medical devices,201 - 500,shoreview, minnesota, united states,united states,linkedin.com/company/empi,127,589,3.1,20,14,1,NYNY,335060000.0,948620000.0,NaN,NaN,NaN,1.41,1.85,3.98,-29.43,-0.5945,-0.30760000000000004,-0.0538,-0.7731,238240000.0,6.97,0.14800000000000002,25030000.0,-32229999.999999996,-141770000.0,-4.15,NaN,28960000.0,0.84,635660000.0,350.17,-85460000.0,-136330000.0,2.02,-0.2708,0.1325,16.96,8.11
4281934,computers,computersltd.net,1979.0,computer hardware,1 - 10,adel, georgia, united states,united states,linkedin.com/company/computers-ltd,1,1,3.4,20,30,1,CMSQF,6130000000.0,7340000000.0,14.21,NaN,NaN,2.61,3.75,3.13,11.93,0.1772,0.2024,0.0692,0.2882,2350000000.0,4.32,0.045,506600000.0,615340000.0,415730000.0,0.76,0.214,589900000.0,1.09,2040000000.0,129.37,286760000.0,39100000.0,0.6,-0.24670000000000003,0.1325,14.41,9.96
164203,powell,deanpowell.com,1985.0,photography,1 - 10,new york, new york, united states,united states,linkedin.com/company/dean-powell-photography-inc.,2,2,3.8,20,49,3,POWL,457600000.0,387110000.0,93.88,25.95,6.24,0.91,1.55,0.77,19.77,0.0097,0.0137,0.0102,0.016399999999999998,503570000.0,43.58,0.11,65360000.0,19580000.0,4890000.0,0.42,15.907,78030000.0,6.75,1200000.0,0.41,31450000.0,34510000.0,1.18,0.2503,0.1325,40.96,22.55
3668885,msm,msm.fr,1986.0,market research,501 - 1000,perret, brittany, france,france,linkedin.com/company/msm_marketing,241,328,4.6,20,10,3,MSM,4120000000.0,4600000000.0,14.34,13.96,9.98,1.22,2.78,1.37,9.27,0.0859,0.1282,0.11720000000000001,0.20120000000000002,3360000000.0,60.89,0.006,1430000000.0,496600000.0,288740000.0,5.2,-0.08800000000000001,32290000.0,0.58,441880000.0,29.78,328430000.0,227840000.0,0.89,-0.16010000000000002,0.1325,90.25,64.59
308168,phe,adameve.com,1971.0,retail,201 - 500,hillsborough, north carolina, united states,united states,linkedin.com/company/phe,182,258,3.0,20,12,7,ANY,3330000.0,10530000.0,NaN,NaN,NaN,0.47,NaN,1.49,-1.21,-2.3953,-1.2116,-0.1246,NaN,7050000.0,3.32,-0.643,1680000.0,-8710000.0,-7030000.0,-7.947,NaN,151000.0,0.06,8240000.0,NaN,-5150000.0,-814800.0,2.47,-0.5529,0.1325,8.7,0.91
7028486,mdc partners,mdc-partners.com,1980.0,marketing and advertising,201 - 500,new york, new york, united states,united states,linkedin.com/company/mdc-partners,114,261,3.3,19,15,2,MDCA,197680000.0,1580000000.0,NaN,NaN,NaN,0.14,NaN,1.11,10.05,-0.0555,0.0821,0.0421,NaN,1430000000.0,21.8,-0.08800000000000001,485000000.0,157020000.0,-90250000.0,-1.381,NaN,27280000.0,0.38,1170000000.0,NaN,43170000.0,38660000.0,0.47,0.08650000000000001,0.1325,3.53,1.65
1120408,virtua,virtuamc.com,2004.0,translation and localization,11 - 50,alpedrete, madrid, spain,spain,linkedin.com/company/virtua,11,13,5.0,18,1,24,CTXV,1820000.0,1830000.0,0.23,NaN,NaN,0.02,NaN,0.01,0.11,0.114,0.1234,0.2257,5.669,119160000.0,5.85,NaN,20030000.0,16910000.0,13590000.0,0.39,NaN,NaN,NaN,NaN,NaN,30940000.0,38310000.0,-1.2,0.5,0.1325,0.12,0.05
6132101,crossroads systems,crossroads.com,1996.0,computer software,51 - 200,austin, texas, united states,united states,linkedin.com/company/crossroads-systems,54,299,3.8,18,15,3,CRSS,9800000.0,186580000.0,1.9,NaN,NaN,0.42,1.41,7.99,NaN,1.0769,-0.2764,-0.0273,0.7920999999999999,23360000.0,3.91,0.271,801000.0,NaN,25160000.0,4.21,-0.024,834000.0,0.14,121590000.0,234.52,NaN,NaN,0.7,0.1429,0.1325,9.75,6.0
4870616,collectors universe,collectors.com,1986.0,consumer services,51 - 200,santa ana, california, united states,united states,linkedin.com/company/collectors-universe,93,187,3.0,18,14,4,CLCT,263730000.00000003,251640000.0,22.48,NaN,NaN,3.51,12.41,3.35,13.3,0.1524,0.22640000000000002,0.2588,0.6305,75170000.0,8.4,0.155,42300000.0,18920000.0,11460000.0,1.27,0.695,21300000.0,2.31,15300000.0,71.97,17970000.0,14500000.0,1.04,0.9808,0.1325,30.24,10.01
177406,harvard bioscience,harvardbioscience.com,1901.0,biotechnology,51 - 200,holliston, massachusetts, united states,united states,linkedin.com/company/harvardbioscience,95,190,3.0,18,22,1,HBIO,93260000.0,154450000.0,NaN,11.14,1.29,0.78,1.21,1.3,14.85,-0.02,0.0197,0.0089,-0.024399999999999998,119060000.0,3.16,-0.043,66980000.00000001,10400000.0,-1930000.0,-0.067,NaN,6840000.0,0.18,65750000.0,85.28,8420000.0,10220000.0,1.49,-0.3271,0.1325,4.66,1.51
3192505,cme,cmecorp.com,1817.0,hospital & health care,51 - 200,warwick, rhode island, united states,united states,linkedin.com/company/cme-medical,61,88,3.5,18,16,7,CME,73330000000.0,75470000000.0,35.86,27.58,4.81,14.79,2.73,15.22,23.74,0.40990000000000004,0.5504,0.022799999999999997,0.0812,4960000000.0,13.95,0.41,4310000000.0,3180000000.0,2029999999.9999998,5.71,0.545,1290000000.0,3.6,4530000000.0,16.88,2460000000.0,3260000000.0,0.2,0.0518,0.1325,224.91,161.05
269134,vtm,vtmgroep.nl,1988.0,information technology and services,51 - 200,giethoorn, overijssel, netherlands,netherlands,linkedin.com/company/vtm-groep,33,68,3.0,18,42,6,VTMB,470040.0,696540.0,NaN,NaN,NaN,3.21,NaN,4.76,-6.2,0.0,-0.778,-1.4042,NaN,146210.0,0.0,0.233,55500.0,-112370.0,-1280000.0,-0.002,NaN,2520.0,0.0,307370.0,NaN,-72830.0,264250.0,2.21,-0.375,0.1325,0.0011,0.0005
1218486,kairos,kairospartners.com,1999.0,investment management,201 - 500,zurich, zurich, switzerland,switzerland,linkedin.com/company/kairos,158,250,2.8,18,12,1,MPJFF,7080000.0,6480000.0,NaN,NaN,NaN,NaN,0.4,NaN,NaN,0.0,0.0,-0.3973,-0.672,NaN,NaN,NaN,8210.0,NaN,NaN,-0.006,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.04,-0.5657,0.1325,0.0275,0.0073
6004300,asco,asco.be,1954.0,aviation & aerospace,1001 - 5000,brussels, brussels hoofdstedelijk gewest, belgium,belgium,linkedin.com/company/asco,591,1149,2.9,18,28,4,MAS,13350000000.0,16129999999.999998,20.4,17.88,2.7,1.59,NaN,1.92,11.1,0.08039999999999999,0.1533,0.1446,7.0609,8400000000.0,28.83,0.023,2730000000.0,1450000000.0,757000000.0,2.29,-0.3,475000000.0,1.67,3180000000.0,13847.83,983000000.0,767250000.0,1.43,0.4863,0.1325,46.95,27.03
6466622,align,align.com,1986.0,information technology and services,201 - 500,new york, new york, united states,united states,linkedin.com/company/align,173,462,2.1,17,15,2,ALGN,20460000000.0,19680000000.0,49.84,40.25,2.54,8.93,15.67,8.59,34.93,0.18289999999999998,0.2112,0.1413,0.3353,2290000000.0,28.73,0.20199999999999999,1450000000.0,563540000.0,418910000.0,5.21,0.016,782370000.0,9.93,57070000.0,4.37,770390000.0,441260000.0,2.07,0.1625,0.1325,334.64,169.84
1352801,digimarc,digimarc.com,1994.0,computer software,201 - 500,beaverton, oregon, united states,united states,linkedin.com/company/digimarc,180,479,3.5,17,29,4,DMRC,430630000.0,398750000.0,NaN,-12.51,-0.66,18.81,7.42,17.42,-12.85,-1.4051,-1.4465000000000001,-0.3166,-0.5421,22890000.0,1.97,0.18600000000000003,11480000.0,-31020000.0,-32170000.0,-2.77,NaN,41340000.0,3.46,3270000.0,5.86,-21870000.0,-12350000.0,-0.06,0.787,0.1325,66.5,14.03
5030592,prr,prrbiz.com,1981.0,marketing and advertising,201 - 500,seattle, washington, united states,united states,linkedin.com/company/prr,106,232,4.3,17,20,7,APRRF,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.67,12.38
6113035,citizen,citizen.co.za,1976.0,newspapers,201 - 500,johannesburg, gauteng, south africa,south africa,linkedin.com/company/citizen,147,248,3.0,17,18,3,CIZN,114350000.0,210010000.0,17.83,NaN,NaN,3.47,1.05,6.38,NaN,0.17149999999999999,0.1918,NaN,NaN,32920000.0,6.72,-0.027999999999999997,35170000.0,NaN,5650000.0,1.15,-0.109,22950000.0,4.67,132259999.99999999,NaN,NaN,NaN,-0.09,-0.0842,0.1325,23.89,19.05
4518948,velox,velox.com,1993.0,chemicals,201 - 500,hamburg, hamburg, germany,germany,linkedin.com/company/velox,130,189,3.0,17,8,--,LFCYF,1200000000.0,2590000000.0,360.5,72.1,NaN,18.09,144.2,39.01,332.59,0.09960000000000001,0.1107,0.0527,0.5746,66290000.00000001,0.02,1.012,31580000.0,7780000.0,6600000.0,0.002,2.603,34880000.0,0.01,60140000.0,322.18,1660000.0,-1590000.0,NaN,3.0056,0.1325,0.721,0.18
4985569,ussi,ussiclean.com,1912.0,facilities services,51 - 200,bethesda, maryland, united states,united states,linkedin.com/company/ussi,89,153,3.5,17,8,1,CEE,189530000.0,191150000.0,18.35,NaN,NaN,22.73,0.98,22.93,NaN,1.2390999999999999,0.7081000000000001,0.019,0.0533,8340000.0,1.23,-0.475,9630000.0,NaN,10330000.0,1.52,2.437,402180.0,0.06,NaN,NaN,NaN,NaN,1.0,0.19940000000000002,0.1325,28.91,21.46
4984669,ispe,ispe.org,1980.0,pharmaceuticals,201 - 500,tampa, florida, united states,united states,linkedin.com/company/ispe,192,470,2.0,17,8,4,IDND,5820000.0,22080000.0,NaN,NaN,NaN,13.26,NaN,50.34,-18.3,0.0,-3.0775,-1.4785,NaN,438700.0,0.0,0.629,-27890.0,-1210000.0,-1600000.0,-0.02,NaN,2740.0,0.0,1220000.0,NaN,-608660.0,-249080.0,-0.01,-0.2963,0.1325,0.47,0.132
2812564,argus,thinkargus.com,1997.0,marketing and advertising,51 - 200,boston, massachusetts, united states,united states,linkedin.com/company/thinkargus,51,118,2.7,17,4,4,ARGW,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.5588000000000001,0.1325,1.43,0.01
6805074,mechanica,mechanicausa.com,2004.0,marketing and advertising,51 - 200,newburyport, massachusetts, united states,united states,linkedin.com/company/mechanica,72,130,5.0,17,1,--,MKTY,6190000.0,3700000.0,3.91,NaN,NaN,0.8,1.61,0.48,2.98,0.21359999999999998,0.1497,0.1225,0.3408,7690000.0,0.81,-0.11900000000000001,5740000.0,1240000.0,1640000.0,0.169,-0.893,2650000.0,0.28,40000.0,1.02,1450000.0,817380.0,-0.26,-0.2634,0.1325,1.7,0.64
