Name,Location,Score,reviews,salaries,interviews
b'ENKI Health & Research Systems',"b'Burbank, CA'",b'2.5',b'13',b'13',b'3'
b'Empire Stat Group',"b'New York, NY'",b'3.0',b'13',b'3',b'2'
b'TydenBrooks SPG',"b'Atlanta, GA'",b'1.5',b'13',b'9',b'1'
b'Business Union Financial',"b'Lansing, MI'",b'3.7',b'13',b'6',b'2'
b'Northstar Psychological Services',"b'Marietta, GA'",b'1.9',b'13',b'2',b'1'
b'C.R.E.S Management',"b'Kansas City, MO'",b'4.5',b'13',b'8',b'1'
b'Sadick Dermatology',"b'Great Neck, NY'",b'4.0',b'13',b'3',b'1'
b'AMT Staffing Solutions',"b'Madison, AL'",b'4.3',b'13',b'1',b'1'
b'DataPath',"b'Modesto, CA'",b'4.3',b'13',b'10',b'--'
b'General Plastics & Composites',"b'Houston, TX'",b'2.2',b'13',b'6',b'3'
b'The ABRITE Organization',"b'Santa Cruz, CA'",b'2.9',b'13',b'8',b'1'
b'Rink Management Services',"b'Mechanicsville, VA'",b'3.1',b'13',b'13',b'2'
b'Norcold Refrigerators',"b'Ann Arbor, MI'",b'2.5',b'13',b'15',b'2'
b'American Residential Warranty',"b'Boca Raton, FL'",b'3.7',b'13',b'6',b'1'
b'Trinity Safety Group',"b'Indianapolis, IN'",b'4.1',b'13',b'3',b'--'
b'The Kasper Group',"b'New York, NY'",b'2.4',b'13',b'18',b'3'
b'Arizona Oncology Associates',"b'Tucson, AZ'",b'3.0',b'13',b'13',b'2'
b'Wilks Communications Group',"b'Chicago, IL'",b'3.6',b'13',b'3',b'--'
b'Yolk',"b'Chicago, IL'",b'2.9',b'13',b'7',b'2'
b'Mosaic Consulting Group',"b'Nashville, TN'",b'3.5',b'13',b'5',b'3'
b'Stretch-N-Grow',"b'Seminole, FL'",b'3.9',b'13',b'5',b'1'
b'Giveffect',"b'San Francisco, CA'",b'1.5',b'13',b'6',b'11'
b'Metro Atlanta Ambulance Service',"b'Marietta, GA'",b'3.4',b'13',b'12',b'5'
b'Behavior Keys',"b'San Antonio, TX'",b'4.6',b'13',b'6',b'1'
b'Talent Tree Staffing & Promotions',"b'Irving, TX'",b'4.0',b'13',b'1',b'2'
b'Website Management Systems',"b'Las Vegas, NV'",b'2.7',b'13',b'6',b'--'
b'Manning Personnel Group',"b'Boston, MA'",b'4.3',b'13',b'4',b'2'
b'Luma',"b'Atlanta, GA'",b'3.7',b'13',b'13',b'4'
b'Method Group',"b'New York, NY'",b'4.6',b'13',b'6',b'--'
b'Beacon Hospice',"b'Charlestown, MA'",b'4.0',b'13',b'8',b'2'
b'Voray',"b'New York, NY'",b'4.4',b'13',b'7',b'2'
b'Poston',"b'Atlanta, GA'",b'4.1',b'13',b'7',b'1'
b'Ripley',"b'Maryville, TN'",b'3.2',b'13',b'3',b'4'
b'DBS',"b'Louisville, KY'",b'3.4',b'13',b'5',b'3'
b'American',"b'San Diego, CA'",b'3.5',b'13',b'6',b'2'
b'Ironwood',"b'Oxford, MS'",b'3.8',b'13',b'3',b'1'
b'PestRoutes',"b'McKinney, TX'",b'4.6',b'13',b'13',b'10'
b'StackPath',"b'Boston, MA'",b'2.3',b'13',b'--',b'10'
b'Dartcor',"b'Dallas, TX'",b'3.6',b'13',b'11',b'1'
b'Meyers Research',"b'Beverly Hills, CA'",b'3.2',b'13',b'4',b'--'
b'Platinum Healthcare Staffing',"b'Torrance, CA'",b'4.6',b'13',b'3',b'1'
b'Vivint Smart Home Arena',"b'Salt Lake City, UT'",b'3.4',b'13',b'8',b'1'
b'ACU Technosoft',"b'New York, NY'",b'4.8',b'13',b'2',b'5'
b'VeriFacts Automotive',"b'Newport Beach, CA'",b'4.9',b'13',b'--',b'--'
b'ClubReady',"b'Saint Louis, MO'",b'2.8',b'13',b'10',b'--'
b'Professional Enrollment Concepts',"b'Houston, TX'",b'3.2',b'13',b'10',b'4'
b'Dr. Phillips Center for the Performing Arts',"b'Orlando, FL'",b'2.8',b'13',b'11',b'1'
b'Byte Foods',"b'Larkspur, CA'",b'3.4',b'13',b'7',b'7'
b'Saddleback Leather Company',"b'Fort Worth, TX'",b'1.9',b'13',b'4',b'1'
b'GP Construction Group',"b'Grapevine, TX'",b'3.5',b'13',b'7',b'4'
b'Synergist Computing',"b'Annapolis Junction, MD'",b'5.0',b'13',b'2',b'13'
b'Kanopy',"b'San Francisco, CA'",b'3.9',b'13',b'8',b'3'
b'Westex Security Services',"b'Houston, TX'",b'2.8',b'13',b'11',b'4'
b'Innovative Benefit Planning',"b'Moorestown, NJ'",b'4.3',b'13',b'1',b'--'
b'Stealth Entry',"b'Westerville, OH'",b'3.1',b'13',b'5',b'--'
b'Allied Stone',"b'Dallas, TX'",b'3.7',b'13',b'6',b'3'
b'Beall Research',"b'Chicago, IL'",b'3.4',b'13',b'3',b'3'
b'MeriEducation',"b'Pasadena, CA'",b'2.8',b'13',b'7',b'1'
b'NAI',"b'Wixom, MI'",b'3.8',b'13',b'6',b'1'
b'Louisville',"b'Montclair, NJ'",b'2.3',b'13',b'5',b'2'
b'Fictiv',"b'Destin, FL'",b'4.4',b'13',b'5',b'--'
b'SLM',"b'Houston, TX'",b'3.8',b'13',b'4',b'--'
b'Twenty',"b'Louisville, KY'",b'4.9',b'13',b'4',b'2'
b'Raydeo Enterprises',"b'Ball Ground, GA'",b'4.7',b'13',b'1',b'1'
b'VIP',"b'Dallas, TX'",b'3.9',b'13',b'6',b'--'
"b""Frick's Quality Meats""","b'Washington, MO'",b'3.3',b'13',b'5',b'1'
b'Bay Systems Consulting',"b'East Palo Alto, CA'",b'2.8',b'13',b'7',b'--'
b'Badger Liquor',"b'Fond du Lac, WI'",b'4.3',b'13',b'9',b'--'
b'Layer One Media',"b'Milwaukee, WI'",b'3.2',b'13',b'2',b'1'
b'Behavior Services of the Rockies',"b'Louisville, CO'",b'2.8',b'13',b'14',b'2'
b'Change Group Americas',"b'New York, NY'",b'4.6',b'13',b'3',b'1'
b'Lacework',"b'Mountain View, CA'",b'4.7',b'13',b'10',b'8'
b'Contra Costa County',"b'San Francisco, CA'",b'4.1',b'13',b'4',b'2'
b'Great River Federal Credit Union',"b'Saint Cloud, MN'",b'4.1',b'13',b'2',b'--'
b'WellCare',"b'Colorado Springs, CO'",b'4.6',b'13',b'6',b'2'
b'Numetric',"b'Draper, UT'",b'4.9',b'13',b'8',b'3'
b'Computer St. Louis',"b'Saint Louis, MO'",b'2.9',b'13',b'5',b'--'
b'Elite Dental Partners',"b'Chicago, IL'",b'3.4',b'13',b'9',b'3'
b'B.E.A.T.',"b'San Antonio, TX'",b'4.7',b'13',b'7',b'2'
b'Deerpoint Group',"b'Madera, CA'",b'2.6',b'13',b'4',b'--'
b'Qualer',"b'San Diego, CA'",b'3.5',b'13',b'3',b'3'
b'MORSCO',"b'Fort Worth, TX'",b'3.0',b'13',b'12',b'3'
b'J&J',"b'Cary, NC'",b'3.7',b'13',b'20',b'1'
b'Closetbox',"b'Denver, CO'",b'2.2',b'13',b'4',b'1'
b'LuxeDecor',"b'Chicago, IL'",b'2.4',b'13',b'2',b'--'
b'Saxco',"b'Concord, CA'",b'3.0',b'13',b'4',b'2'
b'LoanFlight',"b'Randolph, MA'",b'3.1',b'13',b'10',b'2'
b'Dormigo',"b'Tampa, FL'",b'4.6',b'13',b'6',b'6'
b'Achieve',"b'San Diego, CA'",b'2.9',b'13',b'2',b'--'
b'KushCo',"b'Chicago, IL'",b'2.9',b'13',b'8',b'2'
b'The',"b'Potomac, MD'",b'4.0',b'13',b'6',b'--'
b'Cabrillo',"b'Saint Petersburg, FL'",b'4.2',b'13',b'15',b'1'
b'Made',"b'Gainesville, FL'",b'3.0',b'13',b'3',b'2'
b'Spark',"b'Purcellville, VA'",b'2.7',b'13',b'9',b'4'
b'AAction',"b'Boulder, CO'",b'3.2',b'13',b'5',b'1'
b'Motivis',"b'New York, NY'",b'3.0',b'13',b'5',b'--'
b'Big 6 Media',"b'Overland Park, KS'",b'4.2',b'13',b'11',b'5'
b'LIM Innovations',"b'San Francisco, CA'",b'2.6',b'13',b'5',b'1'
b'SAVIS',"b'Chicago, IL'",b'2.6',b'13',b'13',b'5'
b'First Orion',"b'Little Rock, AR'",b'4.8',b'13',b'8',b'3'
b'Network & Security Technologies',"b'Pearl River, NY'",b'5.0',b'13',b'1',b'1'
b'Adair Homes',"b'Vancouver, WA'",b'4.1',b'13',b'3',b'4'
b'Quality Companies (IN)',"b'Indianapolis, IN'",b'2.8',b'13',b'13',b'1'
b'Mintzer Sarowitz Zeris Ledva & Meyers',"b'Philadelphia, PA'",b'3.5',b'13',b'8',b'--'
b'Gabbyville',"b'Knoxville, TN'",b'3.6',b'13',b'8',b'2'
b'Health Credit Services',"b'Charlotte, NC'",b'4.8',b'13',b'4',b'--'
b'UroPartners',"b'Chicago, IL'",b'3.3',b'13',b'11',b'5'
b'Kriss Law/Atlantic Closing & Escrow',"b'Needham, MA'",b'2.4',b'13',b'15',b'1'
b'Solomon Group',"b'New Orleans, LA'",b'2.5',b'13',b'8',b'--'
b'The SMB Help Desk',"b'Chicago, IL'",b'3.9',b'13',b'3',b'1'
b'Vida (CA)',"b'San Francisco, CA'",b'2.9',b'13',b'13',b'5'
b'Options For Youth',"b'Pasadena, CA'",b'3.6',b'13',b'15',b'4'
b'Tiny Hero',"b'Los Angeles, CA'",b'4.6',b'13',b'1',b'1'
b'Knighthouse Media',"b'Chicago, IL'",b'3.7',b'13',b'8',b'3'
"b""Pete's Fresh Market""","b'Chicago, IL'",b'2.7',b'13',b'14',b'1'
b'Breazy',"b'Brooklyn, NY'",b'2.4',b'13',b'7',b'5'
b'Rosatis Pizza',"b'Waco, TX'",b'3.2',b'13',b'6',b'3'
b'Market Buzz Promotions',"b'Chicago, IL'",b'3.6',b'13',b'2',b'17'
b'OnPointe',"b'Plano, TX'",b'3.3',b'13',b'18',b'1'
b'Jump Ramp',"b'New York, NY'",b'3.6',b'13',b'4',b'2'
b'Capco (CO)',"b'Grand Junction, CO'",b'3.4',b'13',b'5',b'--'
b'Open Hearts Family Wellness',"b'Phoenix, AZ'",b'3.2',b'13',b'5',b'--'
b'Sabio Mobile',"b'Santa Monica, CA'",b'4.9',b'13',b'5',b'--'
b'Traffic Plan',"b'Farmingdale, NJ'",b'3.7',b'13',b'11',b'1'
b'Silversphere',"b'Daytona Beach, FL'",b'4.7',b'13',b'4',b'4'
b'Perch',"b'New York, NY'",b'5.0',b'13',b'--',b'4'
b'Bright Cellars',"b'Milwaukee, WI'",b'4.0',b'13',b'4',b'1'
b'Crossroads Technologies',"b'Reading, PA'",b'3.1',b'13',b'10',b'2'
b'Dedicated Tech Services',"b'Columbus, OH'",b'4.5',b'13',b'1',b'--'
b'PeraHealth',"b'Charlotte, NC'",b'4.0',b'13',b'5',b'3'
"b""Lee's Famous Recipe Chicken""","b'Saint Louis, MO'",b'3.1',b'13',b'7',b'--'
b'Tech Talenta',"b'Milton Keynes, United Kingdom'",b'1.7',b'13',b'5',b'2'
b'Western Specialty Contractors',"b'Saint Louis, MO'",b'4.1',b'13',b'11',b'4'
b'Streamline Marketing',"b'Seattle, WA'",b'4.7',b'13',b'4',b'1'
b'ImprimisRx',"b'San Diego, CA'",b'2.5',b'13',b'12',b'--'
b'Victory Solutions Enterprises',"b'Sacramento, CA'",b'4.3',b'13',b'5',b'4'
b'Throtle',"b'Red Bank, NJ'",b'4.9',b'13',b'2',b'1'
b'Cloud Theory',"b'New York, NY'",b'5.0',b'13',b'6',b'3'
b'W&M Environmental Group',"b'Plano, TX'",b'4.1',b'13',b'9',b'2'
b'Appcues',"b'Boston, MA'",b'5.0',b'13',b'6',b'4'
b'Velocity Ventures',"b'Atlanta, GA'",b'4.7',b'13',b'3',b'--'
b'Hawes Financial Group',"b'Portland, OR'",b'2.7',b'13',b'10',b'1'
b'InspiriTec',"b'Philadelphia, PA'",b'3.0',b'13',b'11',b'2'
b'HealthJoy',"b'Chicago, IL'",b'4.6',b'13',b'1',b'4'
b'Laity Lodge Youth Camp',"b'Kerrville, TX'",b'4.6',b'13',b'2',b'--'
b'DojoMojo',"b'New York, NY'",b'4.9',b'13',b'1',b'3'
b'BenefitHub',"b'Tampa, FL'",b'4.2',b'13',b'6',b'5'
b'Swyft',"b'Wilmington, DE'",b'4.7',b'13',b'7',b'2'
b'Linium',"b'Albany, NY'",b'3.7',b'13',b'6',b'4'
b'Family',"b'Eden Prairie, MN'",b'2.8',b'13',b'5',b'1'
b'Pivotal',"b'Seattle, WA'",b'4.9',b'13',b'1',b'2'
b'Fabio',"b'Washington, DC'",b'3.0',b'13',b'6',b'--'
b'Whittlesey',"b'Hartford, CT'",b'3.8',b'13',b'16',b'3'
b'Allixo',"b'Mount Vernon, WA'",b'3.8',b'13',b'6',b'--'
b'Compass',"b'Manassas, VA'",b'4.3',b'13',b'6',b'2'
b'PubWorX',"b'New York, NY'",b'1.3',b'13',b'9',b'--'
b'dOMAIN Integrated',"b'Los Angeles, CA'",b'2.3',b'13',b'5',b'--'
b'The Gonzalez Law Group',"b'Houston, TX'",b'4.3',b'13',b'6',b'--'
b'Sarai Services Group',"b'Huntsville, AL'",b'3.0',b'13',b'3',b'--'
b'1st Alliance Treatment Services',"b'Westminster, CO'",b'2.0',b'13',b'9',b'3'
b'Elligo Health Research',"b'Austin, TX'",b'3.2',b'13',b'2',b'2'
b'Evident ID',"b'Atlanta, GA'",b'4.5',b'13',b'5',b'1'
b'SNW Infotech',"b'Fremont, CA'",b'4.8',b'13',b'--',b'--'
b'Cicerone Health Solutions',"b'Chicago, IL'",b'3.2',b'13',b'4',b'--'
b'American Prison Data Systems',"b'New York, NY'",b'4.2',b'13',b'4',b'2'
b'Foley Pools',"b'Frisco, TX'",b'4.8',b'13',b'3',b'1'
b'Brokers',"b'Fountain Hills, AZ'",b'2.9',b'13',b'6',b'--'
b'Extraordinary',"b'La Palma, CA'",b'4.3',b'13',b'5',b'7'
b'Contour',"b'Garden City, NY'",b'4.3',b'13',b'4',b'--'
b'LACO',"b'Salt Lake City, UT'",b'4.0',b'13',b'8',b'--'
b'Arcus',"b'Philadelphia, PA'",b'2.7',b'13',b'4',b'--'
b'Ambitious',"b'Atlanta, GA'",b'3.3',b'13',b'4',b'4'
b'Ellen',"b'Batesville, MS'",b'4.5',b'13',b'5',b'2'
b'KCW',"b'Stafford, TX'",b'2.3',b'13',b'9',b'--'
b'Pharma',"b'Oradell, NJ'",b'2.8',b'13',b'4',b'1'
b'PizzaFire',"b'Akron, OH'",b'3.1',b'13',b'10',b'1'
b'Truck',"b'Ann Arbor, MI'",b'2.9',b'13',b'7',b'6'
b'The',"b'Somerset, NJ'",b'1.4',b'13',b'7',b'4'
b'Ascendant',"b'Spring, TX'",b'4.1',b'13',b'2',b'1'
b'Kinetic',"b'Austin, TX'",b'3.4',b'13',b'4',b'--'
b'Corporate',"b'Redwood City, CA'",b'3.3',b'13',b'1',b'3'
b'Legacy',"b'Greenville, NC'",b'4.8',b'13',b'7',b'6'
b'Intellihot',"b'Galesburg, IL'",b'3.3',b'13',b'4',b'1'
b'axialHealthcare',"b'Nashville, TN'",b'4.6',b'13',b'6',b'3'
b'Head Start of Greater Dallas',"b'Dallas, TX'",b'2.5',b'13',b'9',b'1'
b'Canvas',"b'San Francisco, CA'",b'4.6',b'13',b'9',b'7'
b'GVC Mortgage',"b'Pendleton, IN'",b'4.7',b'13',b'2',b'2'
b'Eduro Healthcare',"b'Salt Lake City, UT'",b'3.6',b'13',b'2',b'--'
b'AXION Healthcare Solutions',"b'New York, NY'",b'3.5',b'13',b'9',b'2'
b'ionHealthcare',"b'Richmond, VA'",b'4.2',b'13',b'--',b'1'
b'PowerBack',"b'Phoenixville, PA'",b'3.1',b'13',b'16',b'1'
b'Tegra',"b'Atlanta, GA'",b'2.6',b'13',b'5',b'6'
b'Nationwide Construction & Energy',"b'Millersville, MD'",b'4.7',b'13',b'3',b'2'
b'Priatek',"b'Saint Petersburg, FL'",b'3.1',b'13',b'6',b'--'
b'ONEflight International',"b'Englewood, CO'",b'3.6',b'13',b'7',b'3'
b'Flamingo Las Vegas Hotel and Casino',"b'Las Vegas, NV'",b'3.6',b'13',b'7',b'1'
b'Navigate Power',"b'Chicago, IL'",b'4.3',b'13',b'3',b'6'
b'Health Recovery Solutions',"b'Hoboken, NJ'",b'5.0',b'13',b'5',b'14'
b'NorthShore Strategies',"b'New York, NY'",b'2.1',b'13',b'8',b'4'
b'Fitness Premier',"b'Manteno, IL'",b'5.0',b'13',b'4',b'1'
b'Salus Tampa Bay',"b'Saint Petersburg, FL'",b'3.1',b'13',b'7',b'--'
b'Applied Imaging (MI)',"b'Grand Rapids, MI'",b'4.5',b'13',b'5',b'--'
b'Innovative',"b'Santa Cruz, CA'",b'3.1',b'13',b'1',b'1'
"b'Wolf,'","b'Queens Village, NY'",b'2.0',b'13',b'10',b'1'
b'Pinnacle',"b'Los Angeles, CA'",b'3.7',b'13',b'6',b'--'
b'American',"b'Dallas, TX'",b'2.3',b'13',b'10',b'2'
b'HomeCare.com',"b'Newport Beach, CA'",b'5.0',b'13',b'3',b'1'
b'Senzing',"b'McLean, VA'",b'3.1',b'13',b'4',b'1'
b'Commonwealth',"b'Los Angeles, CA'",b'5.0',b'13',b'2',b'--'
b'Aaptiv',"b'Boston, MA'",b'4.8',b'13',b'4',b'3'
b'Omaha',"b'New York, NY'",b'5.0',b'13',b'6',b'7'
b'Quality 1st Basements',"b'Cliffwood, NJ'",b'4.9',b'13',b'3',b'--'
b'Door - Real Estate | Mortgage | Title',"b'Dallas, TX'",b'5.0',b'13',b'4',b'3'
b'Network Solutions and Technology',"b'East Northport, NY'",b'4.7',b'13',b'6',b'--'
b'Ivymount',"b'Rockville, MD'",b'3.7',b'13',b'2',b'--'
b'Kidbox',"b'New York, NY'",b'3.3',b'13',b'3',b'--'
b'North Shore Healthcare',"b'Glendale, WI'",b'3.7',b'13',b'11',b'--'
b'Shop Rite Supermarkets',"b'Rossville, GA'",b'2.9',b'13',b'10',b'4'
b'Rimeto',"b'San Francisco, CA'",b'5.0',b'13',b'1',b'2'
b'Senex Foundation',"b'Wheat Ridge, CO'",b'3.5',b'13',b'4',b'3'
b'Remodeling Expo Center',"b'Roswell, GA'",b'2.6',b'13',b'4',b'--'
b'Coalition',"b'Bellevue, WA'",b'2.3',b'13',b'6',b'--'
b'VIPRE',"b'Cambridge, MA'",b'3.6',b'13',b'9',b'1'
b'Southern',"b'San Francisco, CA'",b'5.0',b'13',b'--',b'1'
b'Lions',"b'Clearwater, FL'",b'3.0',b'13',b'6',b'--'
b'The',"b'Montgomery, AL'",b'4.8',b'13',b'--',b'1'
b'Independence',"b'Middleburg Heights, OH'",b'4.4',b'13',b'1',b'--'
b'Real',"b'Boca Raton, FL'",b'4.7',b'13',b'1',b'--'
b'Total',"b'Philadelphia, PA'",b'2.8',b'13',b'8',b'1'
b'Precise',"b'Rockville, MD'",b'5.0',b'13',b'3',b'2'
b'MC',"b'Scottsdale, AZ'",b'4.0',b'13',b'5',b'2'
b'Frank',"b'Saint Louis, MO'",b'4.8',b'13',b'5',b'1'
b'Frutta',"b'Howell, NJ'",b'3.6',b'13',b'7',b'1'
b'Initiatives',"b'Fort Washington, PA'",b'2.8',b'13',b'4',b'10'
b'Slice',"b'Philadelphia, PA'",b'1.9',b'13',b'13',b'3'
b'Alternate',"b'Kettering, OH'",b'3.6',b'13',b'3',b'1'
b'Black',"b'Salt Lake City, UT'",b'3.8',b'13',b'5',b'3'
b'Amify',"b'Alexandria, VA'",b'4.9',b'13',b'4',b'7'
b'Round1',"b'City of Industry, CA'",b'2.2',b'13',b'12',b'--'
b'Unbridled',"b'Centennial, CO'",b'4.5',b'13',b'6',b'4'
b'STACK',"b'Blue Ash, OH'",b'4.4',b'13',b'2',b'--'
b'Realvolve',"b'Lawrenceville, GA'",b'3.9',b'13',b'2',b'--'
b'Homebot',"b'Greenwood Village, CO'",b'4.6',b'13',b'6',b'4'
b'Spiro',"b'Denver, CO'",b'4.8',b'13',b'6',b'3'
b'MASA',"b'Boston, MA'",b'4.8',b'13',b'1',b'--'
b'St.',"b'Kansas City, MO'",b'3.1',b'13',b'6',b'2'
b'HailCo',"b'Plantation, FL'",b'4.3',b'13',b'8',b'2'
b'Nicklaus Marketing',"b'Morristown, NJ'",b'3.3',b'13',b'1',b'--'
b'Legacy Team Promotions',"b'El Paso, TX'",b'1.7',b'13',b'6',b'4'
b'TaleMed',"b'Loveland, OH'",b'4.3',b'13',b'3',b'--'
b'Cottage Caregivers',"b'Hingham, MA'",b'4.1',b'13',b'7',b'1'
b'Network Coverage',"b'Danvers, MA'",b'3.5',b'13',b'10',b'3'
b'Magical Vacation Planner',"b'Mitchell, IN'",b'5.0',b'13',b'--',b'4'
b'Voyage',"b'Palo Alto, CA'",b'3.9',b'13',b'3',b'9'
b'OP2 Labs',"b'Grapevine, TX'",b'5.0',b'13',b'--',b'--'
b'Global Operations Management',"b'Raleigh, NC'",b'2.3',b'13',b'4',b'--'
b'DemandZEN',"b'Raleigh, NC'",b'4.3',b'13',b'6',b'--'
b'Windy City Access',"b'Lombard, IL'",b'2.9',b'13',b'4',b'2'
b'MUSA Auto Finance',"b'Dallas, TX'",b'3.1',b'13',b'9',b'--'
b'Hotel Management Services',"b'Johnson City, TN'",b'3.8',b'13',b'4',b'1'
b'MoreYellow',"b'Irvine, CA'",b'3.1',b'13',b'1',b'2'
b'RiP USA',"b'West Mifflin, PA'",b'3.8',b'13',b'1',b'1'
b'National Design Build Services',"b'Maryland Heights, MO'",b'4.8',b'13',b'2',b'--'
b'Vigilance Health',"b'Calabasas, CA'",b'2.7',b'13',b'4',b'2'
b'Del Toro Loan Servicing',"b'Chula Vista, CA'",b'3.8',b'13',b'1',b'--'
b'Talent Savant',"b'Seattle, WA'",b'3.5',b'13',b'3',b'--'
b'Complete Merchant Solutions',"b'Orem, UT'",b'4.7',b'13',b'6',b'3'
b'Smart and Simple Insurance Development',"b'Janesville, WI'",b'4.6',b'13',b'4',b'3'
b'Dynacraft (WA)',"b'Algona, WA'",b'3.8',b'13',b'10',b'2'
b'Timeshare Legal',"b'Paulsboro, NJ'",b'4.7',b'13',b'6',b'5'
b'Real Producers',"b'Wilmington, NC'",b'4.9',b'13',b'3',b'3'
b'Stride Staffing',"b'Richardson, TX'",b'4.5',b'13',b'2',b'--'
b'Summit Cleaning & Restoration',"b'Stayton, OR'",b'3.6',b'13',b'1',b'--'
b'Wiers',"b'Plymouth, IN'",b'4.8',b'13',b'1',b'1'
b'OmniFlow Consulting',"b'Pittsburgh, PA'",b'3.9',b'13',b'--',b'3'
b'Mitchell Humphrey & Co.',"b'Saint Louis, MO'",b'3.6',b'13',b'6',b'2'
b'Core Focus',"b'Farmington Hills, MI'",b'3.8',b'13',b'1',b'20'
b'Bionic Prosthetics and Orthotics',"b'Merrillville, IN'",b'4.4',b'13',b'2',b'--'
b'Advanced Regulatory Compliance',"b'Beverly Hills, CA'",b'3.6',b'13',b'6',b'1'
b'MedScript Long Term Care Pharmacy',"b'Noblesville, IN'",b'2.6',b'13',b'4',b'2'
b'National Corporate Credit',"b'Elgin, IL'",b'5.0',b'13',b'2',b'2'
b'Mor Smiles',"b'Lititz, PA'",b'4.7',b'13',b'--',b'--'
b'Wow and Flutterville Playgardens',"b'Portland, OR'",b'2.9',b'13',b'4',b'--'
b'Rivergate KW Residential',"b'Miami, FL'",b'3.7',b'13',b'7',b'1'
b'Leslie J. Garfield & Co.',"b'New York, NY'",b'5.0',b'13',b'--',b'--'
b'Proof Branding',"b'Nashville, TN'",b'2.3',b'13',b'5',b'--'
b'Home Care Pulse',"b'Rexburg, ID'",b'3.6',b'13',b'6',b'4'
b'LeafLink',"b'New York, NY'",b'3.7',b'13',b'9',b'16'
b'TRITON',"b'La Jolla, CA'",b'4.9',b'13',b'--',b'--'
b'CLARA',"b'Santa Clara, CA'",b'3.1',b'13',b'2',b'4'
b'TruAmerica',"b'Los Angeles, CA'",b'4.9',b'13',b'--',b'--'
b'MR',"b'Toledo, OH'",b'2.7',b'13',b'7',b'4'
b'Goldman',"b'Tampa, FL'",b'4.1',b'13',b'8',b'--'
b'Miramontes',"b'Scottsdale, AZ'",b'4.5',b'13',b'1',b'--'
b'Imperium',"b'Irvine, CA'",b'4.5',b'13',b'2',b'--'
b'Ventavia',"b'Miami, FL'",b'2.8',b'13',b'3',b'5'
b'Radium2 Capital',"b'Uniondale, NY'",b'4.3',b'13',b'1',b'--'
b'Bandalier',"b'Binghamton, NY'",b'4.7',b'13',b'2',b'4'
b'Respondology',"b'Boulder, CO'",b'2.6',b'13',b'2',b'1'
b'Dermatology Medical Partners',"b'Tampa, FL'",b'4.4',b'13',b'5',b'1'
b'Martin Burlingame Insurance Agency',"b'Colorado Springs, CO'",b'4.4',b'13',b'1',b'--'
b'Atlas Management Group',"b'Buffalo, NY'",b'3.4',b'13',b'3',b'10'
b'Wunderkin',"b'Lakewood, CO'",b'2.0',b'13',b'2',b'3'
b'Fabuwood',"b'Jersey City, NJ'",b'4.7',b'13',b'5',b'--'
b'CBD BioCare',"b'Largo, FL'",b'4.1',b'13',b'1',b'2'
b'Lemon Law Experts',"b'Los Angeles, CA'",b'4.7',b'13',b'5',b'--'
b'Acute Medical Services',"b'Houston, TX'",b'2.0',b'13',b'7',b'1'
b'Ghost',"b'Mountain View, CA'",b'4.5',b'13',b'1',b'1'
b'Kourts',"b'Venice, CA'",b'4.6',b'13',b'4',b'--'
b'New Lab',"b'Brooklyn, NY'",b'4.9',b'13',b'3',b'1'
b'Sandelands Eyet',"b'Bedminster, NJ'",b'4.3',b'13',b'--',b'1'
b'Alpha Concepts',"b'Columbia, SC'",b'3.2',b'13',b'4',b'5'
b'Barker Consulting',"b'New York, NY'",b'3.9',b'13',b'5',b'17'
b'Paya',"b'Reston, VA'",b'2.2',b'13',b'7',b'--'
b'Louisiana Healthcare Connections',"b'Baton Rouge, LA'",b'4.8',b'13',b'7',b'2'
b'Belsono Management Group',"b'Mountain Lakes, NJ'",b'4.2',b'13',b'4',b'2'
b'JT Kadyn',"b'Shawnee Mission, KS'",b'4.3',b'13',b'--',b'1'
b'Invictus Management',"b'Lexington, KY'",b'4.6',b'13',b'1',b'--'
b'Vendition',"b'San Francisco, CA'",b'4.7',b'13',b'1',b'--'
b'2ULaundry',"b'Charlotte, NC'",b'4.8',b'13',b'5',b'2'
b'Vim Concepts',"b'West Saint Paul, MN'",b'4.0',b'13',b'7',b'8'
b'Gravyty Technologies',"b'Boston, MA'",b'4.8',b'13',b'5',b'1'
b'The Gems Group',"b'Miami, FL'",b'3.5',b'13',b'4',b'--'
b'PACT Pharma',"b'South San Francisco, CA'",b'3.7',b'13',b'12',b'6'
b'FoodFirst Global Restaurants',"b'Orlando, FL'",b'1.5',b'13',b'7',b'--'
b'Equity Experts',"b'Bloomfield Hills, MI'",b'4.7',b'13',b'1',b'--'
b'Alleviate',"b'Irvine, CA'",b'3.8',b'13',b'4',b'1'
b'Vero',"b'Princeton, LA'",b'5.0',b'13',b'--',b'--'
b'YOP',"b'Atlanta, GA'",b'3.2',b'13',b'5',b'--'
b'Jetblack',"b'Dover, DE'",b'5.0',b'13',b'5',b'3'
b'ABARTA',"b'Atlanta, GA'",b'3.0',b'13',b'3',b'4'
b'RepairSmith',"b'Columbus, OH'",b'2.6',b'13',b'1',b'13'
b'R & J Acquisitions',"b'Pittsburgh, PA'",b'4.5',b'13',b'2',b'2'
b'Student Medicover',"b'South San Francisco, CA'",b'4.5',b'13',b'1',b'4'
b'Afterschool Enrichment Solutions',"b'Buffalo Grove, IL'",b'4.0',b'13',b'7',b'3'
