Name,Location,Score,reviews,salaries,interviews
b'One10',"b'Minneapolis, MN'",b'3.0',b'11',b'18',b'3'
b'Simple Startup',"b'Boulder, CO'",b'3.5',b'11',b'1',b'--'
b'Clowns.com',"b'Elmont, NY'",b'2.3',b'11',b'1',b'2'
b'HHAeXchange',"b'Long Island City, NY'",b'3.4',b'11',b'7',b'1'
b'Trackforce',"b'Tokyo, Japan'",b'3.7',b'11',b'1',b'--'
b'PalAmerican',"b'Santa Barbara, CA'",b'4.0',b'11',b'1',b'--'
b'nDash.co',"b'San Diego, CA'",b'3.9',b'11',b'1',b'2'
b'Cosmetic',"b'Saint Petersburg, FL'",b'3.3',b'11',b'7',b'--'
b'Jase',"b'Wayland, MA'",b'5.0',b'11',b'1',b'--'
b'Health',"b'London, United Kingdom'",b'3.7',b'11',b'7',b'5'
b'SidelineSwap',"b'San Francisco, CA'",b'3.4',b'11',b'1',b'1'
b'Curate',"b'Lake Forest, CA'",b'2.9',b'11',b'12',b'4'
b'Milk',"b'Charlestown, MA'",b'5.0',b'11',b'1',b'--'
b'Coder',"b'Saint Louis, MO'",b'5.0',b'11',b'--',b'--'
b'Glo',"b'Sugar Land, TX'",b'3.5',b'11',b'--',b'--'
b'Birch',"b'Los Angeles, CA'",b'3.9',b'11',b'3',b'4'
b'Honey',"b'Austin, TX'",b'4.8',b'11',b'1',b'4'
b'Laird Norton Wealth Management',"b'Seattle, WA'",b'2.6',b'11',b'8',b'--'
b'Advarra',"b'Columbia, MD'",b'2.8',b'11',b'6',b'--'
b'inWhatLanguage',"b'Salt Lake City, UT'",b'2.9',b'11',b'10',b'--'
b'Presto Media',"b'Philadelphia, PA'",b'3.0',b'11',b'--',b'1'
b'Alegion',"b'Austin, TX'",b'5.0',b'11',b'6',b'1'
b'Graphite',"b'San Francisco, CA'",b'5.0',b'11',b'3',b'1'
b'Quantum Electronic Payments',"b'Anaheim Hills, CA'",b'3.3',b'11',b'4',b'1'
b'Swift Promotions',"b'New York, NY'",b'4.6',b'11',b'1',b'1'
b'Sunbit',"b'Los Angeles, CA'",b'3.5',b'11',b'1',b'2'
b'Goldberg & Associates (NY)',"b'Bronx, NY'",b'3.0',b'11',b'3',b'--'
b'Goodrich Petroleum',"b'Houston, TX'",b'4.2',b'10',b'4',b'1'
"b""Calloway's Nursery""","b'Fort Worth, TX'",b'3.4',b'10',b'10',b'3'
b'Allied Healthcare Products',"b'Saint Louis, MO'",b'2.1',b'10',b'5',b'1'
b'Enzo Biochem',"b'New York, NY'",b'3.5',b'10',b'12',b'--'
b'Tranzonic',"b'Richmond Heights, OH'",b'3.5',b'10',b'9',b'1'
b'Unitil',"b'Hampton, NH'",b'3.9',b'10',b'8',b'2'
b'iStar',"b'New York, NY'",b'4.1',b'10',b'14',b'1'
b'Courier Corporation',"b'North Chelmsford, MA'",b'4.6',b'10',b'7',b'3'
b'Penn Virginia',"b'Radnor, PA'",b'2.7',b'10',b'5',b'--'
b'German American Bank',"b'Jasper, IN'",b'3.5',b'10',b'8',b'--'
b'CenterPoint Properties',"b'Oak Brook, IL'",b'4.2',b'10',b'3',b'--'
b'NPS Pharmaceuticals',"b'Lexington, MA'",b'3.8',b'10',b'11',b'1'
b'Gage Marketing',"b'Minneapolis, MN'",b'2.8',b'10',b'11',b'--'
b'C.D. Hartnett',"b'Weatherford, TX'",b'3.0',b'10',b'7',b'1'
b'Rosenthal Automotive',"b'Arlington, VA'",b'2.5',b'10',b'6',b'1'
"b""Jerry's Famous Deli""","b'Studio City, CA'",b'2.9',b'10',b'8',b'1'
b'Hemispherx Biopharma',"b'Ocala, FL'",b'2.1',b'10',b'22',b'--'
b'Clare Rose',"b'Shirley, NY'",b'3.0',b'10',b'9',b'1'
b'SDI Technologies',"b'Rahway, NJ'",b'3.0',b'10',b'11',b'5'
b'Anchor Manufacturing Group',"b'Cleveland, OH'",b'2.6',b'10',b'10',b'--'
b'Questcor Pharmaceuticals',"b'Hazelwood, MO'",b'3.6',b'10',b'11',b'4'
b'University Bancorp',"b'Ann Arbor, MI'",b'3.6',b'10',b'3',b'--'
b'Crystal Rock',"b'Watertown, CT'",b'1.9',b'10',b'10',b'1'
b'Wolverine Packing',"b'Detroit, MI'",b'3.8',b'10',b'5',b'--'
b'Optical Cable',"b'Roanoke, VA'",b'3.0',b'10',b'8',b'2'
b'Antares Pharma',"b'Ewing, NJ'",b'2.9',b'10',b'5',b'1'
b'Virginia Lottery',"b'Richmond, VA'",b'3.3',b'10',b'5',b'1'
b'Chicago Reader',"b'Chicago, IL'",b'3.2',b'10',b'4',b'3'
b'Onstream Media',"b'Pompano Beach, FL'",b'2.8',b'10',b'7',b'--'
b'A.G. Spanos',"b'Stockton, CA'",b'3.7',b'10',b'4',b'--'
b'Bar Harbor Bankshares',"b'Bar Harbor, ME'",b'4.1',b'10',b'4',b'--'
b'Capital Automotive',"b'Mc Lean, VA'",b'3.6',b'10',b'11',b'7'
b'Regal Ware',"b'Kewaskum, WI'",b'2.6',b'10',b'7',b'4'
b'TROY Group',"b'Costa Mesa, CA'",b'3.3',b'10',b'6',b'3'
b'Heaven Hill Distilleries',"b'Bardstown, KY'",b'2.6',b'10',b'6',b'--'
b'FedNat',"b'Sunrise, FL'",b'3.2',b'10',b'8',b'1'
b'Stssy',"b'Irvine, CA'",b'3.8',b'10',b'6',b'--'
b'Kiwanis',"b'Indianapolis, IN'",b'3.5',b'10',b'4',b'--'
b'PS Energy',"b'Dunwoody, GA'",b'2.5',b'10',b'5',b'2'
b'Tanimura & Antle',"b'Salinas, CA'",b'4.5',b'10',b'6',b'1'
b'FB BanCorp',"b'Sparks, NV'",b'2.9',b'10',b'7',b'1'
b'Platinum Equity',"b'Beverly Hills, CA'",b'4.0',b'10',b'6',b'3'
b'Briefing.com',"b'Chicago, IL'",b'3.4',b'10',b'17',b'--'
b'American Home Mortgage',"b'Melville, NY'",b'3.4',b'10',b'17',b'2'
b'Riker Danzig',"b'Morristown, NJ'",b'3.9',b'10',b'10',b'2'
b'United Hardware Distributing Co',"b'Plymouth, MN'",b'2.6',b'10',b'14',b'2'
b'Milberg',"b'New York, NY'",b'4.0',b'10',b'13',b'--'
b'Click Commerce',"b'Chicago, IL'",b'3.6',b'10',b'29',b'2'
b'Sun-Maid',"b'Kingsburg, CA'",b'3.0',b'10',b'10',b'1'
b'Dearborn Mid-West Conveyor',"b'Taylor, MI'",b'3.2',b'10',b'7',b'--'
b'Independent',"b'Rockville, MD'",b'3.4',b'10',b'4',b'--'
b'CTA',"b'Glendale, NY'",b'3.9',b'10',b'10',b'--'
b'Aurora',"b'Madison Heights, MI'",b'3.3',b'10',b'11',b'4'
b'Plunkett',"b'Alpharetta, GA'",b'3.5',b'10',b'19',b'2'
b'Pipitone',"b'Houston, TX'",b'3.3',b'10',b'9',b'--'
b'Conergy',"b'Pittsburgh, PA'",b'3.2',b'10',b'5',b'1'
b'ExecuNet',"b'North Miami, FL'",b'2.5',b'10',b'2',b'1'
b'Wise',"b'Princeton, NJ'",b'2.6',b'10',b'1',b'--'
b'The Carrera Agency',"b'Aliso Viejo, CA'",b'4.8',b'10',b'2',b'4'
b'Wheeling & Lake Erie Railway',"b'Brewster, OH'",b'3.1',b'10',b'5',b'4'
b'Regions Insurance',"b'Memphis, TN'",b'3.1',b'10',b'7',b'3'
b'Stiles',"b'Fort Lauderdale, FL'",b'4.1',b'10',b'17',b'2'
b'Urban Retail Properties',"b'Chicago, IL'",b'3.3',b'10',b'8',b'4'
b'TOPAZ Technologies',"b'Austin, TX'",b'3.0',b'10',b'4',b'1'
b'Woods Equipment Company',"b'Oregon, IL'",b'3.8',b'10',b'1',b'--'
b'Behlen',"b'Columbus, NE'",b'3.1',b'10',b'9',b'1'
b'DLC Management',"b'Elmsford, NY'",b'3.1',b'10',b'12',b'2'
b'Northshore',"b'Cleveland, OH'",b'3.6',b'10',b'5',b'--'
b'Clinical Laboratories of Hawaii',"b'Aiea, HI'",b'3.4',b'10',b'32',b'2'
b'Entergy Arkansas',"b'Little Rock, AR'",b'4.1',b'10',b'5',b'--'
b'Cape Cod Hospital',"b'Hyannis, MA'",b'3.2',b'10',b'22',b'3'
b'Elliott Management',"b'New York, NY'",b'4.5',b'10',b'27',b'1'
b'Imperial Irrigation District',"b'Imperial, CA'",b'3.7',b'10',b'13',b'5'
b'Hood Industries',"b'Hattiesburg, MS'",b'2.8',b'10',b'7',b'3'
b'Rudolph Foods Company',"b'Lima, OH'",b'3.5',b'10',b'4',b'--'
b'Western Sugar Cooperative',"b'Denver, CO'",b'2.6',b'10',b'5',b'1'
b'Messa',"b'East Lansing, MI'",b'3.8',b'10',b'8',b'2'
b'Todd McFarlane Productions',"b'Tempe, AZ'",b'3.1',b'10',b'4',b'--'
b'Dixieline Lumber',"b'El Centro, CA'",b'3.7',b'10',b'12',b'1'
b'French Gerleman',"b'Saint Louis, MO'",b'3.5',b'10',b'9',b'2'
b'Arenas',"b'Los Angeles, CA'",b'2.7',b'10',b'8',b'2'
b'Hines Supply',"b'Buffalo Grove, IL'",b'2.8',b'10',b'13',b'--'
b'La Brea Bakery',"b'San Leandro, CA'",b'3.7',b'10',b'7',b'3'
"b""St. Luke's Hospital""","b'Jacksonville, FL'",b'3.3',b'10',b'15',b'3'
b'Mercury Medical',"b'Clearwater, FL'",b'3.7',b'10',b'4',b'--'
b'Sierra Telephone',"b'Oakhurst, CA'",b'2.2',b'10',b'1',b'2'
b'Kelly Paper',"b'Walnut, CA'",b'3.6',b'10',b'11',b'2'
b'Bovie Medical Corporation',"b'Purchase, 061'",b'1.9',b'10',b'10',b'--'
b'First National Bank of Northern California',"b'South San Francisco, CA'",b'3.5',b'10',b'11',b'2'
b'Absher',"b'Puyallup, WA'",b'4.2',b'10',b'13',b'1'
b'Highlands Bankshares - Virginia',"b'Abingdon, VA'",b'3.8',b'10',b'7',b'2'
b'Molecular',"b'Watertown, MA'",b'4.0',b'10',b'34',b'--'
b'Kahiki Foods',"b'Gahanna, OH'",b'3.2',b'10',b'9',b'2'
b'Duck Delivery Produce',"b'Portland, OR'",b'2.9',b'10',b'12',b'1'
b'Indiana Farmers Mutual',"b'Indianapolis, IN'",b'4.1',b'10',b'7',b'1'
b'Princeton Community Hospital',"b'Princeton, WV'",b'3.6',b'10',b'17',b'1'
b'Thriveworks',"b'Lynchburg, VA'",b'3.8',b'34',b'11',b'4'
b'J&J',"b'Brooksville, FL'",b'4.0',b'10',b'13',b'--'
"b""Bergey's""","b'Chicago, IL'",b'3.2',b'10',b'5',b'3'
b'St.',"b'Souderton, PA'",b'3.3',b'10',b'5',b'--'
b'Northland',"b'Springfield, MO'",b'3.3',b'10',b'13',b'3'
b'EMERgency',"b'North Quincy, MA'",b'3.4',b'10',b'13',b'--'
b'Clyde',"b'Minneapolis, MN'",b'2.1',b'10',b'14',b'2'
b'Commonwealth',"b'Des Plaines, IL'",b'2.7',b'10',b'5',b'2'
b'MCA',"b'Orem, UT'",b'4.1',b'10',b'10',b'1'
b'Alpha Industries (Virginia)',"b'Chantilly, VA'",b'2.7',b'10',b'8',b'2'
b'Precision Strip',"b'Minster, OH'",b'3.5',b'10',b'11',b'--'
b'The Lebermuth Company',"b'South Bend, IN'",b'3.0',b'10',b'1',b'--'
b'Wausau Supply Company',"b'Schofield, WI'",b'3.7',b'10',b'8',b'2'
b'Coastal Pacific Food Distributors',"b'Stockton, CA'",b'3.7',b'10',b'6',b'--'
b'Michigan Sugar Company',"b'Bay City, MI'",b'3.6',b'10',b'3',b'--'
b'Katz & Associates',"b'San Diego, CA'",b'2.9',b'10',b'12',b'2'
"b""Physicians' Reciprocal Insurers""","b'Manhasset, NY'",b'2.7',b'10',b'8',b'3'
b'Louisiana Workers Compensation Corporation',"b'Baton Rouge, LA'",b'3.6',b'10',b'10',b'2'
b'Foley',"b'Piscataway, NJ'",b'4.1',b'10',b'9',b'2'
b'Pantone',"b'Carlstadt, NJ'",b'3.0',b'10',b'9',b'--'
b'HM Insurance Group',"b'Pittsburgh, PA'",b'4.2',b'10',b'9',b'1'
b'Hill Country',"b'New Braunfels, TX'",b'4.5',b'10',b'8',b'2'
b'Van Diest Supply',"b'Webster City, IA'",b'1.6',b'10',b'14',b'--'
b'Robertson Heating Supply',"b'Alliance, OH'",b'4.7',b'10',b'2',b'--'
b'Greenberg Glusker',"b'Los Angeles, CA'",b'3.5',b'10',b'9',b'2'
b'Southwest Healthcare System',"b'Murrieta, CA'",b'2.5',b'10',b'13',b'--'
b'Information Today',"b'Medford, NJ'",b'3.5',b'10',b'6',b'1'
b'San Diego Mesa College',"b'San Diego, CA'",b'3.6',b'10',b'8',b'4'
b'Tricom Funding',"b'Menomonee Falls, WI'",b'2.2',b'10',b'2',b'1'
b'Olmsted',"b'Rochester, MN'",b'4.6',b'10',b'20',b'3'
b'California',"b'San Diego, CA'",b'2.9',b'10',b'14',b'--'
b'Logansport',"b'Logansport, IN'",b'2.5',b'10',b'16',b'--'
b'Adirondack',"b'Queensbury, NY'",b'3.6',b'10',b'9',b'--'
b'Veterans',"b'Greenwich, CT'",b'2.5',b'10',b'4',b'1'
b'The',"b'Rosemont, IL'",b'4.0',b'10',b'7',b'2'
b'Vision',"b'Cedar Knolls, NJ'",b'3.4',b'10',b'2',b'1'
b'Salt',"b'Driftwood, TX'",b'2.6',b'10',b'8',b'1'
b'HGTV',"b'New York, NY'",b'4.0',b'10',b'5',b'8'
b'IMS',"b'Jackson, MS'",b'4.2',b'10',b'21',b'1'
b'West Linn Paper',"b'West Linn, OR'",b'3.4',b'10',b'6',b'1'
b'Enterprise Florida',"b'Orlando, FL'",b'3.3',b'10',b'9',b'2'
b'Republican Governors Association',"b'Washington, DC'",b'4.4',b'10',b'4',b'--'
"b""O'Connell Robertson""","b'Austin, TX'",b'2.9',b'10',b'3',b'--'
b'Hendrick Motorsports',"b'Charlotte, NC'",b'4.1',b'10',b'13',b'2'
b'Mindbank Consulting Group',"b'Reston, VA'",b'3.5',b'10',b'11',b'3'
b'Ivey Mechanical',"b'Kosciusko, MS'",b'3.8',b'10',b'14',b'--'
b'Saint Vincent Health System',"b'Erie, PA'",b'3.2',b'10',b'19',b'1'
b'Boppy',"b'Golden, CO'",b'2.3',b'10',b'4',b'2'
b'Financial Executives International',"b'Morristown, NJ'",b'2.6',b'10',b'3',b'2'
b'Ambient Consulting',"b'Minnetonka, MN'",b'4.6',b'10',b'11',b'--'
b'Renzi Foodservice',"b'Watertown, NY'",b'3.7',b'10',b'3',b'--'
b'Rudd Equipment',"b'Louisville, KY'",b'3.8',b'10',b'5',b'1'
b'City Utilities of Springfield',"b'Springfield, MO'",b'4.5',b'10',b'9',b'--'
b'Cretex',"b'Elk River, MN'",b'3.6',b'10',b'7',b'1'
b'International Scholarship and Tuition Services',"b'Nashville, TN'",b'4.3',b'10',b'7',b'3'
b'Concordia College (New York)',"b'Bronxville, NY'",b'3.7',b'10',b'12',b'3'
b'Wolcott Architecture',"b'Culver City, CA'",b'3.4',b'10',b'7',b'--'
b'Willis Music',"b'Florence, KY'",b'2.6',b'10',b'4',b'--'
b'Sarkli Repchage Ltd.',"b'Secaucus, NJ'",b'3.4',b'10',b'9',b'--'
b'Placon',"b'Fitchburg, WI'",b'3.5',b'10',b'11',b'1'
"b""The Children's Center""","b'Franklin, VA'",b'3.1',b'10',b'9',b'2'
b'St. Francis Health',"b'Morris, MN'",b'2.9',b'10',b'12',b'1'
b'College at Old Westbury',"b'Old Westbury, NY'",b'2.9',b'10',b'16',b'1'
"b""Roth's""","b'Salem, OR'",b'3.5',b'10',b'13',b'3'
b'Del Monaco Foods',"b'Morgan Hill, CA'",b'4.4',b'10',b'3',b'3'
b'Tropical Nut & Fruit',"b'Charlotte, NC'",b'2.5',b'10',b'8',b'2'
b'Equal Exchange',"b'West Bridgewater, MA'",b'4.3',b'10',b'10',b'5'
b'Matador Resources',"b'Dallas, TX'",b'2.7',b'10',b'4',b'7'
b'Aurora Organic Dairy',"b'Boulder, CO'",b'3.8',b'10',b'21',b'2'
b'Atlus',"b'Irvine, CA'",b'3.6',b'10',b'18',b'--'
b'Gramercy',"b'New York, NY'",b'3.1',b'10',b'9',b'4'
b'ATTIK',"b'Leeds, United Kingdom'",b'2.7',b'10',b'14',b'3'
b'Warrell',"b'Camp Hill, PA'",b'3.0',b'10',b'5',b'1'
b'Writers',"b'Los Angeles, CA'",b'3.8',b'10',b'6',b'3'
b'Orchids',"b'Pryor, OK'",b'2.7',b'10',b'10',b'--'
b'Jarvis',"b'Hawkins, TX'",b'2.5',b'10',b'12',b'--'
b'Party',"b'Pleasanton, CA'",b'3.4',b'10',b'7',b'4'
b'Channing',"b'South Deerfield, MA'",b'3.1',b'10',b'5',b'--'
b'Xenith',"b'Richmond, VA'",b'3.5',b'10',b'10',b'2'
b'ChemoCentryx',"b'Mountain View, CA'",b'2.7',b'10',b'22',b'6'
b'SymQuest',"b'South Burlington, VT'",b'4.0',b'10',b'5',b'--'
b'Airgroup',"b'Bellevue, WA'",b'2.9',b'10',b'8',b'2'
b'Delaware Valley Floral Group',"b'Sewell, NJ'",b'2.5',b'10',b'5',b'1'
b'Borla Performance Industries',"b'Johnson City, TN'",b'2.9',b'10',b'11',b'--'
b'Anacor',"b'New York, 061'",b'3.3',b'10',b'8',b'--'
b'Cerro Wire & Cable',"b'Hartselle, AL'",b'3.1',b'10',b'8',b'--'
b'Limestone Bank',"b'Louisville, KY'",b'4.2',b'10',b'9',b'--'
b'US Economic Development Administration',"b'Washington, DC'",b'2.8',b'10',b'2',b'--'
b'US Supreme Court',"b'Washington, DC'",b'4.1',b'10',b'8',b'3'
b'Florida Department of Management Services',"b'Tallahassee, FL'",b'3.0',b'10',b'13',b'3'
b'Oritani Financial',"b'Twp Washinton, NJ'",b'3.0',b'10',b'11',b'--'
b'OraLabs',"b'Parker, CO'",b'2.3',b'10',b'7',b'2'
b'Cumberland Pharmaceuticals',"b'Nashville, TN'",b'3.1',b'10',b'5',b'--'
b'Massachusetts Department of Environmental Protect',"b'Boston, MA'",b'4.0',b'10',b'2',b'--'
b'Executive Office of Labor and Workforce Development',"b'Boston, MA'",b'3.3',b'10',b'6',b'2'
b'Oregon Judicial Department',"b'Salem, OR'",b'3.5',b'10',b'12',b'5'
b'Turner Investments',"b'Berwyn, PA'",b'3.3',b'10',b'9',b'3'
b'Northfield Bank',"b'Woodbridge, NJ'",b'3.7',b'10',b'17',b'1'
b'Architel',"b'Dallas, TX'",b'3.3',b'10',b'5',b'1'
b'Byrne Software',"b'Chesterfield, MO'",b'3.9',b'10',b'3',b'--'
"b'Bovis, Kyle & Burch'","b'Atlanta, GA'",b'4.0',b'10',b'11',b'2'
b'Erie County (New York)',"b'Buffalo, NY'",b'4.1',b'10',b'10',b'--'
b'WND',"b'Medford, OR'",b'2.3',b'10',b'2',b'--'
b'Greater Miami Jewish Federation',"b'Miami, FL'",b'2.5',b'10',b'12',b'2'
b'Creative Playrooms',"b'Solon, OH'",b'3.7',b'10',b'3',b'--'
b'The Bakersfield Californian',"b'Bakersfield, CA'",b'2.6',b'10',b'8',b'2'
b'Privateer Press',"b'Bellevue, WA'",b'1.8',b'10',b'9',b'--'
"b'Flow Sciences, Inc'","b'Leland, NC'",b'3.1',b'10',b'6',b'1'
b'Digilent Inc.',"b'Pullman, WA'",b'4.2',b'10',b'16',b'3'
b'Rockingham County Public Schools',"b'Harrisonburg, VA'",b'4.0',b'10',b'8',b'1'
b'Georgia State Board of Pardons and Paroles',"b'Atlanta, GA'",b'2.5',b'10',b'9',b'--'
b'Saint Louis Psychiatric Rehabilitation Center',"b'Saint Louis , MO'",b'1.6',b'10',b'5',b'--'
b'Ocean Medical Center',"b'Brick, NJ'",b'3.7',b'10',b'8',b'4'
b'Helen Keller Hospital',"b'Sheffield , AL'",b'3.8',b'10',b'12',b'--'
b'Albany Memorial Hospital',"b'Albany, NY'",b'3.0',b'10',b'22',b'1'
b'Galesburg Cottage Hospital',"b'Galesburg , IL'",b'2.3',b'10',b'11',b'--'
b'Passavant Area Hospital',"b'Jacksonville, IL'",b'4.0',b'10',b'15',b'1'
b'Wilson N. Jones Medical Center',"b'Sherman, TX'",b'3.1',b'10',b'15',b'1'
b'West Valley Medical Center',"b'Caldwell, ID'",b'3.9',b'10',b'7',b'2'
b'Palestine Regional Medical Center',"b'Palestine , TX'",b'2.7',b'10',b'8',b'1'
b'Pleasant Valley Hospital',"b'Point Pleasant, WV'",b'3.2',b'10',b'10',b'--'
b'Moore Regional Hospital',"b'Pinehurst , NC'",b'3.8',b'10',b'6',b'1'
b'Citizens Medical Center',"b'Victoria, TX'",b'3.1',b'10',b'29',b'1'
b'DeTar Healthcare System',"b'Victoria , TX'",b'2.9',b'10',b'11',b'2'
"b""King's Daughters' Hospital & Health Services (Madison)""","b'Madison , IN'",b'2.9',b'10',b'11',b'2'
b'Middle Tennessee Mental Health Institute',"b'Nashville , TN'",b'2.7',b'10',b'6',b'1'
b'Dupont Hospital',"b'Fort Wayne, IN'",b'3.7',b'10',b'9',b'--'
b'Hebrew Health Care',"b'Simsbury, CT'",b'2.5',b'10',b'3',b'--'
b'Bakersfield Memorial Hospital',"b'Bakersfield, CA'",b'4.3',b'10',b'17',b'2'
b'Camden Clark Memorial Hospital',"b'Parkersburg, WV'",b'3.3',b'10',b'8',b'2'
b'Pioneers Memorial Healthcare District',"b'Brawley, CA'",b'3.4',b'10',b'29',b'1'
b'West Hills Hospital & Medical Center',"b'Van Nuys, CA'",b'2.9',b'10',b'10',b'2'
b'Monongahela Valley Hospital',"b'Monongahela, PA'",b'3.2',b'10',b'5',b'2'
b'San Ramon Regional Medical Center',"b'San Ramon, CA'",b'3.4',b'10',b'11',b'3'
b'Montgomery General Hospital (Maryland)',"b'Olney, MD'",b'3.4',b'10',b'5',b'2'
b'McKenzie-Willamette Medical Center',"b'Springfield, OR'",b'3.2',b'10',b'7',b'--'
b'Charles Cole Memorial Hospital',"b'Galeton, PA'",b'3.6',b'10',b'14',b'2'
b'Girard Medical Center',"b'Girard, KS'",b'3.0',b'10',b'12',b'1'
b'Highlands Regional Medical Center (Sebring)',"b'Sebring , FL'",b'2.0',b'10',b'13',b'--'
b'Sussex County Community College',"b'Newton, NJ'",b'2.8',b'10',b'6',b'5'
b'Illinois College',"b'Jacksonville, IL'",b'4.6',b'10',b'21',b'2'
b'Lake Forest Graduate School of Management',"b'Lake Forest, IL'",b'3.1',b'10',b'4',b'1'
b'Mary Baldwin College',"b'Staunton, VA'",b'4.0',b'10',b'7',b'1'
b'Monmouth College',"b'Monmouth, IL'",b'4.0',b'10',b'25',b'2'
b'Cottey College',"b'Nevada, MO'",b'4.5',b'10',b'9',b'--'
b'Wells College',"b'Aurora, NY'",b'3.7',b'10',b'17',b'--'
b'Viterbo University',"b'La Crosse, WI'",b'3.6',b'10',b'9',b'2'
b'Cayuga Community College',"b'Auburn, NY'",b'4.1',b'10',b'7',b'1'
b'Missouri Valley College',"b'Marshall, MO'",b'3.8',b'10',b'6',b'--'
b'Doane University',"b'Crete, NE'",b'4.3',b'10',b'11',b'3'
b'National Technical Institute for the Deaf',"b'Rochester, NY'",b'4.4',b'10',b'2',b'2'
b'Paradise Valley Community College',"b'Phoenix, AZ'",b'4.2',b'10',b'3',b'2'
b'Wayne Community College',"b'Goldsboro, NC'",b'3.6',b'10',b'6',b'1'
b'Lindsey Wilson College',"b'Columbia, KY'",b'3.7',b'10',b'18',b'--'
b'Asbury Theological Seminary',"b'Wilmore, KY'",b'3.6',b'10',b'9',b'1'
b'Mitchell Community College',"b'Statesville, NC'",b'3.8',b'10',b'4',b'1'
b'Midland College',"b'Midland, TX'",b'4.4',b'10',b'8',b'2'
b'Community College of Vermont',"b'Morrisville, VT'",b'2.9',b'10',b'4',b'2'
b'Western Piedmont Community College',"b'Morganton, NC'",b'3.5',b'10',b'2',b'--'
b'Temple College',"b'Temple, TX'",b'3.3',b'10',b'10',b'--'
b'New England Culinary Institute',"b'Montpelier, VT'",b'3.0',b'10',b'10',b'--'
b'Vermont Law School',"b'South Royalton, VT'",b'3.8',b'10',b'10',b'--'
b'Mountain State University',"b'Beckley, WV'",b'2.7',b'10',b'15',b'2'
b'Grace College & Theological Seminary',"b'Winona Lake, IN'",b'4.2',b'10',b'9',b'1'
b'Cincinnati Christian University',"b'Cincinnati, OH'",b'2.0',b'10',b'6',b'2'
b'Milligan College',"b'Milligan College, TN'",b'3.8',b'10',b'10',b'2'
b'Trumbull Business College',"b'Warren, OH'",b'2.9',b'10',b'3',b'--'
b'Newschool of Architecture',"b'Baltimore, MD'",b'2.6',b'10',b'11',b'--'
b'Western',"b'Carson City, NV'",b'3.7',b'10',b'7',b'--'
b'College',"b'Visalia, CA'",b'3.8',b'10',b'8',b'--'
b'Centenary',"b'Shreveport, LA'",b'4.4',b'10',b'10',b'--'
b'Dordt',"b'Sioux Center, IA'",b'4.5',b'10',b'8',b'--'
b'Gavilan',"b'Gilroy, CA'",b'4.2',b'10',b'9',b'6'
b'Westminster',"b'Concord, NH'",b'3.6',b'10',b'2',b'1'
b'Western',"b'New Wilmington, PA'",b'3.6',b'10',b'17',b'--'
b'Community',"b'Sioux City, IA'",b'3.5',b'10',b'7',b'1'
b'Umpqua',"b'Monaca, PA'",b'3.6',b'10',b'5',b'--'
b'Digital',"b'Boca Raton, FL'",b'2.3',b'10',b'14',b'--'
b'Voorhees',"b'Denmark, SC'",b'3.0',b'10',b'8',b'2'
b'Central',"b'Grand Island, NE'",b'3.9',b'10',b'12',b'3'
b'Los',"b'Wilberforce, OH'",b'2.7',b'10',b'6',b'--'
b'Savannah',"b'Wilmington, CA'",b'4.2',b'10',b'9',b'--'
b'Clockwork',"b'Norwich, CT'",b'4.0',b'10',b'5',b'1'
b'The',"b'Los Alamos, NM'",b'3.8',b'10',b'10',b'4'
b'Harmon',"b'Houston, TX'",b'3.5',b'10',b'7',b'3'
b'Sadlier',"b'New York, NY'",b'2.8',b'10',b'12',b'2'
b'National Association Of Counties',"b'Washington, DC'",b'3.6',b'10',b'14',b'9'
b'Custom Vault Corporation',"b'Bethel, CT'",b'3.1',b'10',b'8',b'1'
"b'City of Ames, Iowa'","b'Ames, IA'",b'3.9',b'10',b'8',b'5'
"b'City of Hollywood, Florida'","b'Hollywood, FL'",b'3.7',b'10',b'8',b'2'
b'Alfred Mann Foundation',"b'Santa Clarita, CA'",b'4.2',b'10',b'23',b'4'
b'Duckhorn Wine Company',"b'Saint Helena, CA'",b'4.4',b'10',b'12',b'3'
b'Done Right Merchandising',"b'Mooresville, NC'",b'4.2',b'10',b'3',b'--'
"b'Tidewater Physical Therapy, Inc'","b'Newport News, VA'",b'3.5',b'10',b'10',b'2'
b'Kalsec',"b'Kalamazoo, MI'",b'4.1',b'10',b'24',b'8'
b'Commonwealth Orthopaedics',"b'Fairfax, VA'",b'3.6',b'10',b'7',b'--'
b'WestCare Health System',"b'Sylva, NC'",b'3.4',b'10',b'12',b'1'
b'Workscapes',"b'Miami, FL'",b'2.7',b'10',b'3',b'2'
b'Jewish Healthcare Foundation',"b'Pittsburgh, PA'",b'4.6',b'10',b'7',b'2'
b'Green Diamond Resource Company',"b'Seattle, WA'",b'4.1',b'10',b'28',b'2'
b'Doggett Machinery',"b'Baton Rouge, LA'",b'3.6',b'10',b'11',b'2'
"b'City of Des Moines, Iowa'","b'Des Moines, IA'",b'3.8',b'10',b'8',b'2'
b'Jay Nolan Community Services',"b'Mission Hills, CA'",b'3.5',b'10',b'7',b'1'
b'Schuylkill Valley Sports',"b'Pottstown, PA'",b'3.2',b'10',b'12',b'4'
b'Asian & Pacific Islander Wellness Center',"b'San Francisco, CA'",b'2.9',b'10',b'5',b'3'
